Id,IsDeleted,MasterRecordId,Name,LastName,FirstName,Salutation,Type,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,Website,PhotoUrl,Industry,AnnualRevenue,NumberOfEmployees,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,IsPartner,IsCustomerPortal,PersonContactId,IsPersonAccount,PersonMailingStreet,PersonMailingCity,PersonMailingState,PersonMailingPostalCode,PersonMailingCountry,PersonMailingLatitude,PersonMailingLongitude,PersonMailingGeocodeAccuracy,PersonMailingAddress,PersonOtherStreet,PersonOtherCity,PersonOtherState,PersonOtherPostalCode,PersonOtherCountry,PersonOtherLatitude,PersonOtherLongitude,PersonOtherGeocodeAccuracy,PersonOtherAddress,PersonMobilePhone,PersonHomePhone,PersonOtherPhone,PersonAssistantPhone,PersonEmail,PersonTitle,PersonDepartment,PersonAssistantName,PersonLeadSource,PersonBirthdate,PersonLastCURequestDate,PersonLastCUUpdateDate,PersonEmailBouncedReason,PersonEmailBouncedDate,PersonIndividualId,Jigsaw,JigsawCompanyId,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0018c00002FHQdNAAX,,,Standard Motor Products,,,,Corporate,0128c000002iLr7AAE,,6768 Angela Turnpike,Joshuaville,CA,,USA,,,,"{""city"":""Joshuaville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""6768 Angela Turnpike""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdNAAX,Hospitality,8111000,216,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:39.000+0000,3/23/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1953,,,
0018c00002FHQdOAAX,,,M V M,,,,Corporate,0128c000002iLr7AAE,,576 Katherine Roads,New Ernest,WA,,USA,,,,"{""city"":""New Ernest"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""576 Katherine Roads""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdOAAX,Manufacturing,4897000,179,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1920,,,
0018c00002FHQdPAAX,,,Emagia Corporation,,,,Corporate,0128c000002iLr7AAE,,59879 Tamara Ports,East Ryan,HI,,USA,,,,"{""city"":""East Ryan"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""59879 Tamara Ports""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdPAAX,Food & Beverage,4994000,144,,0058c00000BTShcAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:06.000+0000,3/7/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,2003,,,
0018c00002FHQdQAAX,,,Digitron Media   Inc,,,,Corporate,0128c000002iLr7AAE,,501 Odom Square,East Anthonyport,MI,,USA,,,,"{""city"":""East Anthonyport"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""501 Odom Square""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdQAAX,Hospitality,9566000,40,,0058c00000BTShdAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:46.000+0000,3/1/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1945,,,
0018c00002FHQdRAAX,,,Sprint Nextel Corporation,,,,Corporate,0128c000002iLr7AAE,,71591 Denise Estates,Port Aaronfurt,ID,,USA,,,,"{""city"":""Port Aaronfurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ID"",""street"":""71591 Denise Estates""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdRAAX,Other,7515000,89,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:46.000+0000,3/12/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1924,,,
0018c00002FHQdSAAX,,,Custom Component Sales,,,,Corporate,0128c000002iLr7AAE,,521 Jamie Fall,Kristenborough,MT,,USA,,,,"{""city"":""Kristenborough"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MT"",""street"":""521 Jamie Fall""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdSAAX,Banking,8332000,183,,0058c00000BTShbAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Call,,,,,1883,,,
0018c00002FHQdTAAX,,,Netimage,,,,Corporate,0128c000002iLr7AAE,,8460 Price Village,West Brian,NV,,USA,,,,"{""city"":""West Brian"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NV"",""street"":""8460 Price Village""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdTAAX,Banking,7653000,243,,0058c00000BTShbAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1958,,,
0018c00002FHQdUAAX,,,The Mahler Co.,,,,Corporate,0128c000002iLr7AAE,,50052 Veronica Springs,Choitown,AZ,,USA,,,,"{""city"":""Choitown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AZ"",""street"":""50052 Veronica Springs""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdUAAX,Chemicals,8325000,37,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1916,,,
0018c00002FHQdVAAX,,,Hy  Security Gate Operators,,,,Corporate,0128c000002iLr7AAE,,6224 Jeffrey Mountain,New Paula,IA,,USA,,,,"{""city"":""New Paula"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""6224 Jeffrey Mountain""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdVAAX,Energy,5792000,172,,0058c00000BTShaAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:04.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1890,,,
0018c00002FHQdWAAX,,,Panoramic Productions   LP,,,,Corporate,0128c000002iLr7AAE,,87902 Michael Mount,Gutierrezville,AZ,,USA,,,,"{""city"":""Gutierrezville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AZ"",""street"":""87902 Michael Mount""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdWAAX,Chemicals,7278000,31,,0058c00000BTShQAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:30.000+0000,3/20/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1952,,,
0018c00002FHQdXAAX,,,"eToys Direct, Inc",,,,Corporate,0128c000002iLr7AAE,,7195 Matthews Flats,North Jeffreyberg,ID,,USA,,,,"{""city"":""North Jeffreyberg"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ID"",""street"":""7195 Matthews Flats""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdXAAX,Consulting,8561000,168,,0058c00000BTShbAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1913,,,
0018c00002FHQdYAAX,,,Bruner Health Group,,,,Corporate,0128c000002iLr7AAE,,670 Stephen Corner,New Erika,OH,,USA,,,,"{""city"":""New Erika"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""670 Stephen Corner""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdYAAX,Engineering,2037000,113,,0058c00000BTShaAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,2005,,,
0018c00002FHQdZAAX,,,WebPutty,,,,Corporate,0128c000002iLr7AAE,,241 Dustin Meadows,West Ashleyfort,AK,,USA,,,,"{""city"":""West Ashleyfort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""241 Dustin Meadows""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdZAAX,Apparel,5302000,152,,0058c00000BTShcAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1930,,,
0018c00002FHQdaAAH,,,AXS-One,,,,Corporate,0128c000002iLr7AAE,,450 Jennifer Ridge,Williamschester,WA,,USA,,,,"{""city"":""Williamschester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""450 Jennifer Ridge""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdaAAH,Media,7199000,213,,0058c00000BTShbAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1885,,,
0018c00002FHQdbAAH,,,401(k) Pro,,,,Corporate,0128c000002iLr7AAE,,23278 Dominguez Turnpike,South Larry,WY,,USA,,,,"{""city"":""South Larry"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WY"",""street"":""23278 Dominguez Turnpike""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdbAAH,Financial Services,7375000,219,,0058c00000BTShcAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1930,,,
0018c00002FHQdcAAH,,,Basis Technology Corp.,,,,Corporate,0128c000002iLr7AAE,,6019 Lisa Pines,South Jonathan,WY,,USA,,,,"{""city"":""South Jonathan"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WY"",""street"":""6019 Lisa Pines""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdcAAH,Not For Profit,9996000,46,,0058c00000BTShRAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/18/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,2007,,,
0018c00002FHQddAAH,,,Magellon Distribution Corp,,,,Corporate,0128c000002iLr7AAE,,4277 Diane Circle,Michelleville,MT,,USA,,,,"{""city"":""Michelleville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MT"",""street"":""4277 Diane Circle""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQddAAH,Not For Profit,4246000,123,,0058c00000BTShSAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website,,,,,1893,,,
0018c00002FHQdeAAH,,,Candescent Technologies Corporation,,,,Corporate,0128c000002iLr7AAE,,96050 Caldwell Heights,Sierraton,NE,,USA,,,,"{""city"":""Sierraton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NE"",""street"":""96050 Caldwell Heights""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdeAAH,Not For Profit,5585000,146,,0058c00000BTShaAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website,,,,,1894,,,
0018c00002FHQdfAAH,,,Anchor BanCorp Wisconsin,,,,Corporate,0128c000002iLr7AAE,,10853 Sara Creek,Webbmouth,OR,,USA,,,,"{""city"":""Webbmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""10853 Sara Creek""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdfAAH,Banking,7488000,1,,0058c00000BTShRAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1921,,,
0018c00002FHQdgAAH,,,JointMaster,,,,Corporate,0128c000002iLr7AAE,,49281 Burnett Radial,East Michael,AK,,USA,,,,"{""city"":""East Michael"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""49281 Burnett Radial""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdgAAH,Telecommunications,6001000,130,,0058c00000BTShSAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:46.000+0000,3/20/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1882,,,
0018c00002FHQdhAAH,,,Exponent,,,,Corporate,0128c000002iLr7AAE,,687 Matthew Cliff,North Ericmouth,OH,,USA,,,,"{""city"":""North Ericmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""687 Matthew Cliff""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdhAAH,Government,9115000,133,,0058c00000BTShUAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Referral,,,,,1991,,,
0018c00002FHQdiAAH,,,Compuwave,,,,Corporate,0128c000002iLr7AAE,,72782 Dixon River,Sullivanchester,CA,,USA,,,,"{""city"":""Sullivanchester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""72782 Dixon River""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdiAAH,Apparel,6824000,229,,0058c00000BTShbAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1976,,,
0018c00002FHQdjAAH,,,Mindspring Enterprises,,,,Corporate,0128c000002iLr7AAE,,5665 Sandra Street,South Keithmouth,ND,,USA,,,,"{""city"":""South Keithmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""5665 Sandra Street""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdjAAH,Insurance,5796000,212,,0058c00000BTShaAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:01.000+0000,3/25/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,2005,,,
0018c00002FHQdkAAH,,,Lantworks,,,,Corporate,0128c000002iLr7AAE,,992 Arthur Wells,Port Thomasview,MN,,USA,,,,"{""city"":""Port Thomasview"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MN"",""street"":""992 Arthur Wells""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdkAAH,Entertainment,4328000,210,,0058c00000BTShaAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:11.000+0000,3/16/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1938,,,
0018c00002FHQdlAAH,,,Northwoods Software Development,,,,Corporate,0128c000002iLr7AAE,,38015 Annette Park,Melodyland,WI,,USA,,,,"{""city"":""Melodyland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""38015 Annette Park""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdlAAH,Construction,8820000,188,,0058c00000BTShfAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website,,,,,1902,,,
0018c00002FHQdmAAH,,,Arbitration Solutions,,,,Corporate,0128c000002iLr7AAE,,07243 Stacy Green,Lake Jasonport,MN,,USA,,,,"{""city"":""Lake Jasonport"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MN"",""street"":""07243 Stacy Green""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdmAAH,Banking,7243000,96,,0058c00000BTShfAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Referral,,,,,1927,,,
0018c00002FHQdnAAH,,,Sakima Group,,,,Corporate,0128c000002iLr7AAE,,15248 Thomas Crest,Traceyport,MT,,USA,,,,"{""city"":""Traceyport"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MT"",""street"":""15248 Thomas Crest""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdnAAH,Financial Services,6898000,175,,0058c00000BTShcAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:26.000+0000,3/12/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1997,,,
0018c00002FHQdoAAH,,,JDI HOldings,,,,Corporate,0128c000002iLr7AAE,,7189 Boyd Glens,Hallchester,WA,,USA,,,,"{""city"":""Hallchester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""7189 Boyd Glens""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdoAAH,Chemicals,3413000,197,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:43.000+0000,3/14/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,2007,,,
0018c00002FHQdpAAH,,,Aaa First Express Inc,,,,Corporate,0128c000002iLr7AAE,,01180 Claire Prairie,Farmerport,WA,,USA,,,,"{""city"":""Farmerport"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""01180 Claire Prairie""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdpAAH,Education,6645000,202,,0058c00000BTShQAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Call,,,,,1985,,,
0018c00002FHQdqAAH,,,BMW Imaging,,,,Corporate,0128c000002iLr7AAE,,6889 Murphy Turnpike,Carolbury,OR,,USA,,,,"{""city"":""Carolbury"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""6889 Murphy Turnpike""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdqAAH,Agriculture,3463000,130,,0058c00000BTShSAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:34.000+0000,2/24/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1944,,,
0018c00002FHQdrAAH,,,Deem,,,,Corporate,0128c000002iLr7AAE,,423 Walker Unions,Stephaniefurt,IA,,USA,,,,"{""city"":""Stephaniefurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""423 Walker Unions""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdrAAH,Apparel,4204000,226,,0058c00000BTShfAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Referral,,,,,1890,,,
0018c00002FHQdsAAH,,,CCS Presentation Systems,,,,Corporate,0128c000002iLr7AAE,,62944 Crystal Ways,East Douglastown,CA,,USA,,,,"{""city"":""East Douglastown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""62944 Crystal Ways""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdsAAH,Communications,8253000,173,,0058c00000BTShPAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:04.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1940,,,
0018c00002FHQdtAAH,,,ArrayComm,,,,Corporate,0128c000002iLr7AAE,,100 Salas Crest,Danielfurt,SD,,USA,,,,"{""city"":""Danielfurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""SD"",""street"":""100 Salas Crest""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdtAAH,Construction,4851000,15,,0058c00000BTShfAAH,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/17/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,2000,,,
0018c00002FHQduAAH,,,VertaSearch,,,,Corporate,0128c000002iLr7AAE,,854 Sophia Branch,North Cindy,CA,,USA,,,,"{""city"":""North Cindy"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""854 Sophia Branch""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQduAAH,Transportation,2708000,76,,0058c00000BTShRAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:26.000+0000,3/9/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1933,,,
0018c00002FHQdvAAH,,,Cisco - Tivella,,,,Corporate,0128c000002iLr7AAE,,802 Anderson Locks,East Jessicaview,NV,,USA,,,,"{""city"":""East Jessicaview"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NV"",""street"":""802 Anderson Locks""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQdvAAH,Transportation,4776000,185,,0058c00000BTShSAAX,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:23.000+0000,3/19/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1880,,,
