Id,WhoId,WhatId,WhoCount,WhatCount,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype
00T8c00003S6EKUEA3,,0068c00000odYOMAA2,0,1,Internal Deal Discussion,02/17/22,Completed,Normal,,0058c00000BTShcAAH,,Call,,0018c00002FHRLdAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKVEA3,,0068c00000odXksAAE,0,1,Internal: Review Pricing Structure,02/17/22,Completed,Normal,,0058c00000BTShZAAX,,Call,,0018c00002FHQsXAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKWEA3,,0068c00000odXqVAAU,0,1,Introductory Call,02/01/22,Completed,Normal,,0058c00000BTShYAAX,,Meeting,,0018c00002FHQwnAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKXEA3,,0068c00000odYBKAA2,0,1,Kickoff Meeting with Stakeholders,03/14/22,Completed,Normal,,0058c00000BTSheAAH,,Meeting,,0018c00002FHRBdAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKYEA3,,0068c00000odXtGAAU,0,1,Lead Qualification Call,03/14/22,Completed,Normal,,0058c00000BTShZAAX,,Call,,0018c00002FHQyoAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKZEA3,,0068c00000odXu3AAE,0,1,Lead Source Details,03/18/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHQzNAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKaEAN,,0068c00000odXRvAAM,0,1,Left Voicemail,03/09/22,Completed,Normal,,0058c00000BTShcAAH,,Meeting,,0018c00002FHQeNAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKbEAN,,0068c00000odYCiAAM,0,1,Lunch,02/09/22,Completed,Normal,,0058c00000BTShcAAH,,Call,,0018c00002FHRCkAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKcEAN,,0068c00000odXtrAAE,0,1,Lunch and Learn,03/07/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHQzEAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKdEAN,,0068c00000odYQzAAM,0,1,Lunch Briefing,02/13/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHRNgAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKeEAN,,0068c00000odY5fAAE,0,1,Manager 1:1 Meeting,02/08/22,Completed,Normal,,0058c00000BTSheAAH,,Prep,,0018c00002FHR7dAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKfEAN,,0068c00000odY0ZAAU,0,1,Negotiate Contracts,02/09/22,Completed,Normal,,0058c00000BTShaAAH,,Other,,0018c00002FHR43AAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKgEAN,,0068c00000odXONAA2,0,1,Notes from Customer Discussion,02/24/22,Completed,Normal,,0058c00000BTShRAAX,,Call,,0018c00002FHQbpAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKhEAN,,0068c00000odXMbAAM,0,1,Notes From Discussion,03/03/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQaXAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKiEAN,,0068c00000odY5sAAE,0,1,Notes From Discussion with VP of Finance,03/15/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHR7oAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKjEAN,,0068c00000odXaIAAU,0,1,Onsite Industry Research,03/05/22,Completed,Normal,,0058c00000BTShQAAX,,Prep,,0018c00002FHQkQAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKkEAN,,0068c00000odXuFAAU,0,1,Onsite Meeting with Executive Team,02/09/22,Completed,Normal,,0058c00000BTShfAAH,,Other,,0018c00002FHQzWAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKlEAN,,0068c00000odYP8AAM,0,1,Onsite Presentation and Discussion,02/26/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRMAAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKmEAN,,0068c00000odYA8AAM,0,1,Onsite Presentation to Board of Directors,03/01/22,Completed,Normal,,0058c00000BTShfAAH,,Call,,0018c00002FHRAiAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKnEAN,,0068c00000odXfAAAU,0,1,Onsite Presentation to Executive Team,02/03/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQo4AAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKoEAN,,0068c00000odXmpAAE,0,1,Onsite Presentation to Finance Team,02/09/22,Completed,Normal,,0058c00000BTShTAAX,,Meeting,,0018c00002FHQtrAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKpEAN,,0068c00000odY8iAAE,0,1,Onsite Presentation to Marketing Team,03/16/22,Completed,Normal,,0058c00000BTShfAAH,,Meeting,,0018c00002FHR9nAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKqEAN,,0068c00000odXKKAA2,0,1,Onsite Presentation to Sales Team,02/20/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHQYmAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKrEAN,,0068c00000odXMRAA2,0,1,Plan Account Strategy,02/01/22,Completed,Normal,,0058c00000BTShRAAX,,Call,,0018c00002FHQaPAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKsEAN,,0068c00000odXxAAAU,0,1,Plan Customer Visit,02/11/22,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHR1ZAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKtEAN,,0068c00000odYRHAA2,0,1,Plan Executive Briefing,03/16/22,Completed,Normal,,0058c00000BTShfAAH,,Meeting,,0018c00002FHRNuAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKuEAN,,0068c00000odXltAAE,0,1,Post-Meeting Follow-Up,02/18/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHQtCAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKvEAN,,0068c00000odY9AAAU,0,1,Prep Sales Presentation,02/16/22,Completed,Normal,,0058c00000BTShfAAH,,Prep,,0018c00002FHRACAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKwEAN,,0068c00000odYQNAA2,0,1,Presentation to Operations Team,02/08/22,Completed,Normal,,0058c00000BTShUAAX,,Other,,0018c00002FHRN8AAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKxEAN,,0068c00000odYI8AAM,0,1,Product Demonstration with Team,02/08/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHRGsAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKyEAN,,0068c00000odYGdAAM,0,1,Project Review,03/15/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRFhAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EKzEAN,,0068c00000odXq4AAE,0,1,Project Team Kickoff,03/03/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHQwSAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL0EAN,,0068c00000odXtrAAE,0,1,Project Update Call,03/07/22,Completed,Normal,,0058c00000BTShUAAX,,Prep,,0018c00002FHQzEAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL1EAN,,0068c00000odY5nAAE,0,1,Qualification Call,02/28/22,Completed,Normal,,0058c00000BTShbAAH,,Other,,0018c00002FHR7jAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL2EAN,,0068c00000odXXCAA2,0,1,Qualify Lead,02/01/22,Completed,Normal,,0058c00000BTShRAAX,,Call,,0018c00002FHQi8AAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL3EAN,,0068c00000odXtXAAU,0,1,Quick Call with Director of Finance,03/20/22,Completed,Normal,,0058c00000BTShVAAX,,Call,,0018c00002FHQyzAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL4EAN,,0068c00000odXwFAAU,0,1,Quick Call with VP of Operations,02/07/22,Completed,Normal,,0058c00000BTShaAAH,,Meeting,,0018c00002FHR0zAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL5EAN,,0068c00000odXjmAAE,0,1,Research Competitors,02/27/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHQreAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL6EAN,,0068c00000odYLxAAM,0,1,Reserve Venue for Customer Conference,03/13/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHRJiAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL7EAN,,0068c00000odYOPAA2,0,1,Respond to RFP,03/19/22,Completed,Normal,,0058c00000BTShcAAH,,Meeting,,0018c00002FHRLgAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL8EAN,,0068c00000odXuaAAE,0,1,Review Ad Text Options for A/B Testing,02/13/22,Completed,Normal,,0058c00000BTShXAAX,,Call,,0018c00002FHQzhAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6EL9EAN,,0068c00000odY6wAAE,0,1,Review Campaign Success and Plan Next Phase,03/12/22,Completed,Normal,,0058c00000BTShaAAH,,Meeting,,0018c00002FHR8aAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELAEA3,,0068c00000odXSDAA2,0,1,Review Meeting Notes,02/06/22,Completed,Normal,,0058c00000BTShRAAX,,Prep,,0018c00002FHQeZAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELBEA3,,0068c00000odXwkAAE,0,1,Review Product Roadmap,02/24/22,Completed,Normal,,0058c00000BTShfAAH,,Prep,,0018c00002FHR1HAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELCEA3,,0068c00000odXkaAAE,0,1,Review Proposal,03/11/22,Completed,Normal,,0058c00000BTShZAAX,,Other,,0018c00002FHQsJAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELDEA3,,0068c00000odXjAAAU,0,1,Review Social Listening and Identify Keywords,02/10/22,Completed,Normal,,0058c00000BTShVAAX,,Call,,0018c00002FHQr5AAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELEEA3,,0068c00000odXoEAAU,0,1,RFP Response Kickoff,03/16/22,Completed,Normal,,0058c00000BTShZAAX,,Call,,0018c00002FHQuwAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELFEA3,,0068c00000odYHyAAM,0,1,RFP Team Meeting,03/15/22,Completed,Normal,,0058c00000BTShdAAH,,Prep,,0018c00002FHRGjAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELGEA3,,0068c00000odXgBAAU,0,1,Run Facebook Promotion to Boost Engagement,02/08/22,Completed,Normal,,0058c00000BTShUAAX,,Other,,0018c00002FHQomAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELHEA3,,0068c00000odYDTAA2,0,1,Sales Presentation Follow-Up,02/23/22,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHRDIAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELIEA3,,0068c00000odXI0AAM,0,1,Send Answers to Customer Questions,02/22/22,Completed,Normal,,0058c00000BTShRAAX,,Call,,0018c00002FHQX6AAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELJEA3,,0068c00000odXJSAA2,0,1,Send Contract,03/19/22,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHQY1AAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELKEA3,,0068c00000odY5MAAU,0,1,Send Contract for Signing,02/14/22,Completed,Normal,,0058c00000BTShbAAH,,Meeting,,0018c00002FHR7PAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELLEA3,,0068c00000odYN2AAM,0,1,Send Follow-up Email,03/07/22,Completed,Normal,,0058c00000BTShdAAH,,Meeting,,0018c00002FHRKdAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELMEA3,,0068c00000odYAWAA2,0,1,Send Revised Pricing,03/19/22,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHRB2AAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELNEA3,,0068c00000odYErAAM,0,1,Send Revised Quote,03/17/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRELAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELOEA3,,0068c00000odYPjAAM,0,1,Send Thank You Email,02/24/22,Completed,Normal,,0058c00000BTShUAAX,,Meeting,,0018c00002FHRMZAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELPEA3,,0068c00000odXneAAE,0,1,Send Updated Quote,02/21/22,Completed,Normal,,0058c00000BTShYAAX,,Meeting,,0018c00002FHQuYAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELQEA3,,0068c00000odXesAAE,0,1,Social Media Strategy Meeting,02/25/22,Completed,Normal,,0058c00000BTShcAAH,,Prep,,0018c00002FHQnqAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELREA3,,0068c00000odYJ7AAM,0,1,Submit Feature Request,03/17/22,Completed,Normal,,0058c00000BTShbAAH,,Prep,,0018c00002FHRHcAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELSEA3,,0068c00000odYReAAM,0,1,SWOT Analysis,02/25/22,Completed,Normal,,0058c00000BTShSAAX,,Other,,0018c00002FHROBAA5,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELTEA3,,0068c00000odYOYAA2,0,1,Team Kickoff,03/03/22,Completed,Normal,,0058c00000BTShcAAH,,Call,,0018c00002FHRLnAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELUEA3,,0068c00000odXUJAA2,0,1,Team Meeting,03/21/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQg6AAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELVEA3,,0068c00000odXKZAA2,0,1,Tradeshow Preparation,03/10/22,Completed,Normal,,0058c00000BTShcAAH,,Call,,0018c00002FHQYuAAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELWEA3,,0068c00000odXgJAAU,0,1,Travel Time,02/08/22,Completed,Normal,,0058c00000BTShRAAX,,Prep,,0018c00002FHQosAAH,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELXEA3,,0068c00000odXsWAAU,0,1,Volunteering - Animal Rescue Shelter,03/03/22,Completed,Normal,,0058c00000BTShYAAX,,Other,,0018c00002FHQyHAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELYEA3,,0068c00000odYQCAA2,0,1,Volunteering - Board of Trustees,03/05/22,Completed,Normal,,0058c00000BTShXAAX,,Call,,0018c00002FHRN1AAP,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELZEA3,,0068c00000odXUtAAM,0,1,Volunteering - Business Skills Workshop,02/03/22,Completed,Normal,,0058c00000BTShUAAX,,Call,,0018c00002FHQgTAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T8c00003S6ELaEAN,,0068c00000odXuCAAU,0,1,Volunteering - Canned Food Collection,02/13/22,Completed,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHQzUAAX,1,2022-03-30T02:50:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:07.000+0000,,,,,,,,,,,,,,,,,,,,Task
