Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,IsSplit,Pricebook2Id,OwnerId,Territory2Id,IsExcludedFromTerritory2Filter,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,SyncedQuoteId,HasOpenActivity,HasOverdueTask,DB_Days__c,external_id__c,Stalled_Opportunity__c
0068c00000odXkVAAU,,0018c00002FHQsEAAX,Cyber Merchants Exchange 30,,Closed Lost,30000,0,2022-01-20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShVAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.52166,
0068c00000odXkWAAU,,0018c00002FHQsFAAX,Codman Group 38,,Closed Lost,2000,0,2022-01-23,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.52178,
0068c00000odXkXAAU,,0018c00002FHQsGAAX,Projects In Knowledge 46,,Closed Lost,10000,0,2020-11-17,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.52200,
0068c00000odXkbAAE,,0018c00002FHQsKAAX,Intelliworks 152,,Closed Lost,48800,0,2021-10-30,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.52483,
0068c00000odXkcAAE,,0018c00002FHQsLAAX,Internet Coml Yellow Pages 159,,Closed Lost,15000,0,2020-08-19,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.52500,
0068c00000odXkdAAE,,0018c00002FHQsMAAX,Clearview Project 233,,Closed Lost,21590,0,2020-09-08,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.52709,
0068c00000odXkhAAE,,0018c00002FHQsPAAX,PrimeGrafx 11,,Closed Won,50000,100,2021-02-17,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.52813,
0068c00000odXkiAAE,,0018c00002FHQsQAAX,IMPAX Corp 29,,Closed Won,0,100,2021-02-12,New Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.52872,
0068c00000odXkjAAE,,0018c00002FHQsRAAX,Vistronix 46,,Closed Lost,300000,0,2020-11-01,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.52907,
0068c00000odXkqAAE,,0018c00002FHQsVAAX,"Stemilt Growers, Inc 159",,Closed Lost,35000,0,2021-12-24,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShWAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.53220,
0068c00000odXkrAAE,,0018c00002FHQsWAAX,Imprimis Group 173,,Closed Lost,100000,0,2020-08-16,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShYAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.53255,
0068c00000odXkuAAE,,0018c00002FHQsZAAX,Olin Corp. / Brass Division 250,,Closed Lost,17000,0,2021-03-03,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.53531,
0068c00000odXkvAAE,,0018c00002FHQsaAAH,Lee Supply Company. 20,,Closed Lost,150000,0,2021-05-30,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.53611,
0068c00000odXkxAAE,,0018c00002FHQscAAH,Exodus Performance Labs 74,,Negotiation,50000,0,2022-05-09,Existing Business,,Fields Sales,,,Forecast,Commit,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.53761,
0068c00000odXkzAAE,,0018c00002FHQsdAAH,Equity Now Mortgage Corporation 85,,Closed Lost,3000,0,2021-03-21,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.53801,
0068c00000odXl0AAE,,0018c00002FHQseAAH,Farmscom Ltd 90,,Negotiation,25000,0,2022-05-24,New Business,,Reseller,,,Forecast,Commit,,,1,,0058c00000BTShWAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.53811,
0068c00000odXl1AAE,,0018c00002FHQsfAAH,MetrixPoint 181,,Closed Lost,50000,0,2021-09-15,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.54049,
0068c00000odXl3AAE,,0018c00002FHQsfAAH,MetrixPoint 185,,Closed Lost,35000,0,2020-11-22,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.54056,
0068c00000odXl4AAE,,0018c00002FHQsfAAH,MetrixPoint 207,,Closed Lost,27000,0,2020-06-20,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2020,2020 2,1,,,,,,,7,W_Opportunity.54121,
0068c00000odXl5AAE,,0018c00002FHQsgAAH,Centaur Building Services 252,,Closed Lost,10000,0,2021-11-12,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.54273,
0068c00000odXl6AAE,,0018c00002FHQshAAH,MiracleMedia 55,,Closed Lost,100000,0,2020-09-10,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.54463,
0068c00000odXl7AAE,,0018c00002FHQsiAAH,Round Table Group 66,,Closed Lost,160000,0,2020-08-18,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.54490,
0068c00000odXl9AAE,,0018c00002FHQsjAAH,Pallet Reefer International 75,,Closed Won,20000,100,2021-02-22,Existing Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.54520,
0068c00000odXlBAAU,,0018c00002FHQskAAH,IBM Software Group 80,,Negotiation,40000,0,2022-04-22,Existing Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.54530,
0068c00000odXlEAAU,,0018c00002FHQsmAAH,wagerworks 147,,Proposal/Quote,364000,0,2022-05-14,New Business,,Reseller,,,Forecast,Commit,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.54759,
0068c00000odXlFAAU,,0018c00002FHQsmAAH,wagerworks 148,,Closed Won,210000,100,2021-11-16,New Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.54760,
0068c00000odXlJAAU,,0018c00002FHQsqAAH,Carlson Restaurants Worldwide 209,,Closed Won,184077,100,2021-12-09,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.54921,
0068c00000odXlQAAU,,0018c00002FHQsuAAH,Visions Technology 251,,Closed Lost,80000,0,2021-02-12,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.55025,
0068c00000odXlVAAU,,0018c00002FHQsxAAH,Porini Usa 108,,Closed Won,28000,100,2020-07-29,New Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.55298,
0068c00000odXlWAAU,,0018c00002FHQsyAAH,epipeline 133,,Closed Lost,700000,0,2020-12-12,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.55377,
0068c00000odXlYAAU,,0018c00002FHQszAAH,Technical Marketing Inc 141,,Closed Lost,10000,0,2021-09-05,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.55410,
0068c00000odXlZAAU,,0018c00002FHQt0AAH,InfoGain Corporation 150,,Closed Lost,500000,0,2021-03-25,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2021,2021 1,1,,,,,,,7,W_Opportunity.55439,
0068c00000odXlaAAE,,0018c00002FHQt1AAH,"Goodby, Silverstein & Partners 164",,Closed Lost,15000,0,2020-11-02,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.55472,
0068c00000odXlfAAE,,0018c00002FHQt4AAH,Invision.com 197,,Closed Won,13656,100,2021-12-05,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShVAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.55556,
0068c00000odXliAAE,,0018c00002FHQt6AAH,"CB Richard Ellis-N.E. Partners, LP 23",,Closed Lost,30000,0,2022-01-13,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,1,2022,2022 1,1,,,,,,,7,W_Opportunity.55781,
0068c00000odXlkAAE,,0018c00002FHQt6AAH,"CB Richard Ellis-N.E. Partners, LP 26",,Proposal/Quote,450000,0,2022-06-05,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.55802,
0068c00000odXlnAAE,,0018c00002FHQt8AAH,The RxFiles.Net Corporation 70,,Closed Lost,60000,0,2020-11-29,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.55914,
0068c00000odXloAAE,,0018c00002FHQt8AAH,The RxFiles.Net Corporation 72,,Closed Lost,50000,0,2021-11-09,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.55922,
0068c00000odXlpAAE,,0018c00002FHQt9AAH,Mastercard Technologies 120,,Closed Lost,100000,0,2020-12-07,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.56061,
0068c00000odXluAAE,,0018c00002FHQtDAAX,Eclipse 208,,Closed Lost,15000,0,2020-11-09,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.56286,
0068c00000odXlxAAE,,0018c00002FHQtFAAX,World Wide Communications 26,,Negotiation,10000,0,2022-04-27,New Business / Add-on,,Reseller,,,BestCase,Best Case,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2022,2022 2,1,,,,,,,7,W_Opportunity.56488,
0068c00000odXlyAAE,,0018c00002FHQtGAAX,Murphy Tractor & Equipment Co 63,,Closed Lost,25000,0,2020-12-19,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShWAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.56598,
0068c00000odXlzAAE,,0018c00002FHQtHAAX,Telcom NetLink 107,,Closed Lost,7000,0,2021-11-16,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,1,,7,W_Opportunity.56699,
0068c00000odXm1AAE,,0018c00002FHQtJAAX,CMS - Florida 158,,Closed Lost,5000,0,2020-08-27,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.56856,
0068c00000odXm2AAE,,0018c00002FHQtKAAX,Alcone Marketing Group 191,,Closed Lost,150000,0,2021-08-10,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.56950,
0068c00000odXm3AAE,,0018c00002FHQtKAAX,Alcone Marketing Group 200,,Closed Lost,20000,0,2021-11-19,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.56967,
0068c00000odXm4AAE,,0018c00002FHQtLAAX,5207 218,,Closed Lost,30000,0,2021-09-07,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.57008,
0068c00000odXm6AAE,,0018c00002FHQtMAAX,Maytag Corp 19,,Closed Won,47000,100,2020-08-29,Existing Business,,Telesales,1,1,Closed,Closed,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.57176,
0068c00000odXmBAAU,,0018c00002FHQtRAAX,West Corporation 135,,Closed Lost,105000,0,2021-06-05,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:05.000+0000,,2,2021,2021 2,1,,,,,,,7,W_Opportunity.57441,
0068c00000odXmEAAU,,0018c00002FHQtTAAX,Cisco - Topspin Communications 235,,Closed Lost,10000,0,2020-08-29,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.57717,
0068c00000odXmFAAU,,0018c00002FHQtTAAX,Cisco - Topspin Communications 238,,Closed Lost,50000,0,2020-11-05,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.57721,
0068c00000odXmGAAU,,0018c00002FHQtUAAX,Concrete.com 27,,Closed Lost,65000,0,2021-12-02,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.57837,
0068c00000odXmHAAU,,0018c00002FHQtUAAX,Concrete.com 32,,Closed Lost,20000,0,2021-10-14,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.57849,
0068c00000odXmJAAU,,0018c00002FHQtVAAX,plantation ford 46,,Closed Lost,200000,0,2021-09-03,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,3,2021,2021 3,1,,,,,,,7,W_Opportunity.57880,
0068c00000odXmLAAU,,0018c00002FHQtXAAX,Reach Global Services 76,,Closed Won,504000,100,2021-11-22,New Business,,Other,1,1,Closed,Closed,,,1,,0058c00000BTShVAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2021,2021 4,1,,,,,,,7,W_Opportunity.57952,
0068c00000odXmMAAU,,0018c00002FHQtYAAX,Xora 88,,Closed Lost,6000,0,2020-11-05,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.57981,
0068c00000odXmOAAU,,0018c00002FHQtaAAH,Anywhereyougocom Inc 107,,Closed Lost,200000,0,2020-11-23,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShYAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.58017,
0068c00000odXmPAAU,,0018c00002FHQtbAAH,SSA Global Technologies / Grand Rapids 120,,Closed Lost,20000,0,2020-12-16,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShVAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.58066,
0068c00000odXmSAAU,,0018c00002FHQtdAAH,Children With AIDS Project 203,,Closed Lost,7500,0,2021-03-08,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,1,2021,2021 1,1,,,,,1,,7,W_Opportunity.58292,
0068c00000odXmWAAU,,0018c00002FHQteAAH,AM Pappas & Associates 241,,Closed Won,329964,100,2020-11-25,Existing Business,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,4,2020,2020 4,1,,,,,,,7,W_Opportunity.58375,
0068c00000odXmYAAU,,0018c00002FHQtgAAH,Nor  Cal Products 43,,Closed Lost,12000,0,2020-09-14,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.58529,
0068c00000odXmZAAU,,0018c00002FHQthAAH,Active Navigation 53,,Closed Lost,60000,0,2020-09-11,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,,3,2020,2020 3,1,,,,,,,7,W_Opportunity.58542,
