Id,WhoId,WhatId,WhoCount,WhatCount,Subject,Location,IsAllDayEvent,ActivityDateTime,sfdx shane:org:create -f config/project-scratch-def.json -d 1 -s --userprefix einstein -o discovery.demo,DurationInMinutes,StartDateTime,EndDateTime,Description,AccountId,OwnerId,Type,IsPrivate,ShowAs,IsDeleted,IsChild,IsGroupEvent,GroupEventType,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateTime,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,ReminderDateTime,IsReminderSet,EventSubtype
00U8c00000gS9KfEAK,,0068c00000odXMwAAM,0,1,Review Meeting Notes,,,2022-03-01T05:00:00.000+0000,02/28/22,37,2022-03-01T05:00:00.000+0000,2022-03-01T05:37:00.000+0000,,0018c00002FHQapAAH,0058c00000BTShQAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KgEAK,,0068c00000odYCGAA2,0,1,Review Product Roadmap,,,2022-02-20T05:00:00.000+0000,02/19/22,57,2022-02-20T05:00:00.000+0000,2022-02-20T05:57:00.000+0000,,0018c00002FHRCLAA5,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KhEAK,,0068c00000odXy7AAE,0,1,Review Proposal,,,2022-03-05T05:00:00.000+0000,03/04/22,6,2022-03-05T05:00:00.000+0000,2022-03-05T05:06:00.000+0000,,0018c00002FHR2MAAX,0058c00000BTShWAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KiEAK,,0068c00000odXvOAAU,0,1,Review RFP Response,,,2022-02-21T05:00:00.000+0000,02/20/22,7,2022-02-21T05:00:00.000+0000,2022-02-21T05:07:00.000+0000,,0018c00002FHR0JAAX,0058c00000BTShTAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KjEAK,,0068c00000odYEKAA2,0,1,Review Social Listening and Identify Keywords,,,2022-03-12T05:00:00.000+0000,03/11/22,28,2022-03-12T05:00:00.000+0000,2022-03-12T05:28:00.000+0000,,0018c00002FHRDyAAP,0058c00000BTShcAAH,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KkEAK,,0068c00000odXzIAAU,0,1,RFP Response Kickoff,,,2022-02-03T05:00:00.000+0000,02/02/22,31,2022-02-03T05:00:00.000+0000,2022-02-03T05:31:00.000+0000,,0018c00002FHR36AAH,0058c00000BTShdAAH,Other,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KlEAK,,0068c00000odY6uAAE,0,1,RFP Team Meeting,,,2022-02-10T05:00:00.000+0000,02/09/22,68,2022-02-10T05:00:00.000+0000,2022-02-10T06:08:00.000+0000,,0018c00002FHR8YAAX,0058c00000BTSheAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KmEAK,,0068c00000odXcsAAE,0,1,Run Facebook Promotion to Boost Engagement,,,2022-03-05T05:00:00.000+0000,03/04/22,64,2022-03-05T05:00:00.000+0000,2022-03-05T06:04:00.000+0000,,0018c00002FHQmIAAX,0058c00000BTShRAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KnEAK,,0068c00000odXP0AAM,0,1,Sales Presentation Follow-Up,,,2022-03-21T04:00:00.000+0000,03/20/22,33,2022-03-21T04:00:00.000+0000,2022-03-21T04:33:00.000+0000,,0018c00002FHQcJAAX,0058c00000BTShPAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KoEAK,,0068c00000odXsSAAU,0,1,Send Contract,,,2022-02-22T05:00:00.000+0000,02/21/22,59,2022-02-22T05:00:00.000+0000,2022-02-22T05:59:00.000+0000,,0018c00002FHQyFAAX,0058c00000BTShZAAX,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KpEAK,,0068c00000odYF1AAM,0,1,Send Contract for Signing,,,2022-02-24T05:00:00.000+0000,02/23/22,31,2022-02-24T05:00:00.000+0000,2022-02-24T05:31:00.000+0000,,0018c00002FHRESAA5,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KqEAK,,0068c00000odXuwAAE,0,1,Send Follow-up Email,,,2022-03-10T05:00:00.000+0000,03/09/22,14,2022-03-10T05:00:00.000+0000,2022-03-10T05:14:00.000+0000,,0018c00002FHQzwAAH,0058c00000BTShVAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KrEAK,,0068c00000odYDBAA2,0,1,Send Revised Pricing,,,2022-02-16T05:00:00.000+0000,02/15/22,60,2022-02-16T05:00:00.000+0000,2022-02-16T06:00:00.000+0000,,0018c00002FHRD7AAP,0058c00000BTShTAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KsEAK,,0068c00000odY99AAE,0,1,Send Revised Quote,,,2022-03-06T05:00:00.000+0000,03/05/22,7,2022-03-06T05:00:00.000+0000,2022-03-06T05:07:00.000+0000,,0018c00002FHRACAA5,0058c00000BTShfAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KtEAK,,0068c00000odXwQAAU,0,1,Send Thank You Email,,,2022-03-16T04:00:00.000+0000,03/15/22,45,2022-03-16T04:00:00.000+0000,2022-03-16T04:45:00.000+0000,,0018c00002FHR15AAH,0058c00000BTShZAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KuEAK,,0068c00000odXf5AAE,0,1,Send Thank You to Customer,,,2022-02-01T05:00:00.000+0000,01/31/22,52,2022-02-01T05:00:00.000+0000,2022-02-01T05:52:00.000+0000,,0018c00002FHQo0AAH,0058c00000BTShcAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KvEAK,,0068c00000odYAwAAM,0,1,Send Updated Quote,,,2022-02-14T05:00:00.000+0000,02/13/22,66,2022-02-14T05:00:00.000+0000,2022-02-14T06:06:00.000+0000,,0018c00002FHRBMAA5,0058c00000BTShaAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KwEAK,,0068c00000odYFUAA2,0,1,Social Media Strategy Meeting,,,2022-03-15T04:00:00.000+0000,03/14/22,11,2022-03-15T04:00:00.000+0000,2022-03-15T04:11:00.000+0000,,0018c00002FHREnAAP,0058c00000BTShQAAX,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KxEAK,,0068c00000odXjCAAU,0,1,Submit Feature Request,,,2022-03-10T05:00:00.000+0000,03/09/22,29,2022-03-10T05:00:00.000+0000,2022-03-10T05:29:00.000+0000,,0018c00002FHQr7AAH,0058c00000BTShUAAX,Other,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KyEAK,,0068c00000odXjjAAE,0,1,SWOT Analysis,,,2022-03-20T04:00:00.000+0000,03/19/22,43,2022-03-20T04:00:00.000+0000,2022-03-20T04:43:00.000+0000,,0018c00002FHQrbAAH,0058c00000BTShYAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9KzEAK,,0068c00000odYD0AAM,0,1,Team Kickoff,,,2022-02-11T05:00:00.000+0000,02/10/22,48,2022-02-11T05:00:00.000+0000,2022-02-11T05:48:00.000+0000,,0018c00002FHRCwAAP,0058c00000BTShaAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L0EAK,,0068c00000odY36AAE,0,1,Team Meeting,,,2022-03-14T04:00:00.000+0000,03/13/22,14,2022-03-14T04:00:00.000+0000,2022-03-14T04:14:00.000+0000,,0018c00002FHR5pAAH,0058c00000BTShTAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L1EAK,,0068c00000odY2dAAE,0,1,Tradeshow Preparation,,,2022-02-24T05:00:00.000+0000,02/23/22,35,2022-02-24T05:00:00.000+0000,2022-02-24T05:35:00.000+0000,,0018c00002FHR5TAAX,0058c00000BTShYAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L2EAK,,0068c00000odYJJAA2,0,1,Travel Time,,,2022-03-18T04:00:00.000+0000,03/17/22,45,2022-03-18T04:00:00.000+0000,2022-03-18T04:45:00.000+0000,,0018c00002FHRHlAAP,0058c00000BTShYAAX,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L3EAK,,0068c00000odXbEAAU,0,1,Volunteering - Board of Trustees,,,2022-02-05T05:00:00.000+0000,02/04/22,40,2022-02-05T05:00:00.000+0000,2022-02-05T05:40:00.000+0000,,0018c00002FHQl6AAH,0058c00000BTShRAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L4EAK,,0068c00000odYIxAAM,0,1,Volunteering - Business Skills Workshop,,,2022-03-11T05:00:00.000+0000,03/10/22,66,2022-03-11T05:00:00.000+0000,2022-03-11T06:06:00.000+0000,,0018c00002FHRHUAA5,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L5EAK,,0068c00000odXfPAAU,0,1,Volunteering - Canned Food Collection,,,2022-02-20T05:00:00.000+0000,02/19/22,63,2022-02-20T05:00:00.000+0000,2022-02-20T06:03:00.000+0000,,0018c00002FHQoCAAX,0058c00000BTShUAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L6EAK,,0068c00000odXkJAAU,0,1,Volunteering - Community Garden,,,2022-02-03T05:00:00.000+0000,02/02/22,61,2022-02-03T05:00:00.000+0000,2022-02-03T06:01:00.000+0000,,0018c00002FHQs5AAH,0058c00000BTShfAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L7EAK,,0068c00000odXOhAAM,0,1,Volunteering - Food Bank,,,2022-02-19T05:00:00.000+0000,02/18/22,13,2022-02-19T05:00:00.000+0000,2022-02-19T05:13:00.000+0000,,0018c00002FHQc4AAH,0058c00000BTShcAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L8EAK,,0068c00000odY52AAE,0,1,Volunteering - Habitat for Humanity,,,2022-02-19T05:00:00.000+0000,02/18/22,56,2022-02-19T05:00:00.000+0000,2022-02-19T05:56:00.000+0000,,0018c00002FHR7BAAX,0058c00000BTShTAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9L9EAK,,0068c00000odXv4AAE,0,1,Volunteering - Homeless Services,,,2022-03-11T05:00:00.000+0000,03/10/22,72,2022-03-11T05:00:00.000+0000,2022-03-11T06:12:00.000+0000,,0018c00002FHR03AAH,0058c00000BTShZAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LAEA0,,0068c00000odY5NAAU,0,1,Volunteering - Library,,,2022-02-12T05:00:00.000+0000,02/11/22,47,2022-02-12T05:00:00.000+0000,2022-02-12T05:47:00.000+0000,,0018c00002FHR7QAAX,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LBEA0,,0068c00000odXgdAAE,0,1,Volunteering - Mock Interviews,,,2022-02-12T05:00:00.000+0000,02/11/22,47,2022-02-12T05:00:00.000+0000,2022-02-12T05:47:00.000+0000,,0018c00002FHQp5AAH,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LCEA0,,0068c00000odXOLAA2,0,1,Volunteering - Tree Planting,,,2022-02-25T05:00:00.000+0000,02/24/22,44,2022-02-25T05:00:00.000+0000,2022-02-25T05:44:00.000+0000,,0018c00002FHQboAAH,0058c00000BTShSAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LDEA0,,0068c00000odXrwAAE,0,1,Web Conference with Customer,,,2022-03-16T04:00:00.000+0000,03/15/22,24,2022-03-16T04:00:00.000+0000,2022-03-16T04:24:00.000+0000,,0018c00002FHQxrAAH,0058c00000BTShfAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LEEA0,,0068c00000odXHIAA2,0,1,Web Meeting,,,2022-03-09T05:00:00.000+0000,03/08/22,18,2022-03-09T05:00:00.000+0000,2022-03-09T05:18:00.000+0000,,0018c00002FHQWXAA5,0058c00000BTShSAAX,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LFEA0,,0068c00000odXRYAA2,0,1,Web Meeting with Customer,,,2022-01-31T05:00:00.000+0000,01/30/22,42,2022-01-31T05:00:00.000+0000,2022-01-31T05:42:00.000+0000,,0018c00002FHQe9AAH,0058c00000BTShUAAX,Other,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LGEA0,,0068c00000odXkMAAU,0,1,Web Meeting with Executives,,,2022-03-03T05:00:00.000+0000,03/02/22,59,2022-03-03T05:00:00.000+0000,2022-03-03T05:59:00.000+0000,,0018c00002FHQs7AAH,0058c00000BTShdAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LHEA0,,0068c00000odXVoAAM,0,1,Webinar Content,,,2022-03-18T04:00:00.000+0000,03/17/22,23,2022-03-18T04:00:00.000+0000,2022-03-18T04:23:00.000+0000,,0018c00002FHQh8AAH,0058c00000BTShaAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LIEA0,,0068c00000odXOdAAM,0,1,Webinar Presentation,,,2022-02-18T05:00:00.000+0000,02/17/22,33,2022-02-18T05:00:00.000+0000,2022-02-18T05:33:00.000+0000,,0018c00002FHQc1AAH,0058c00000BTShRAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LJEA0,,0068c00000odXPYAA2,0,1,Work on RFP,,,2022-03-21T04:00:00.000+0000,03/20/22,66,2022-03-21T04:00:00.000+0000,2022-03-21T05:06:00.000+0000,,0018c00002FHQcgAAH,0058c00000BTShaAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LKEA0,,0068c00000odXarAAE,0,1,Product Launch Training,,,2022-03-16T04:00:00.000+0000,03/15/22,75,2022-03-16T04:00:00.000+0000,2022-03-16T05:15:00.000+0000,,0018c00002FHQkpAAH,0058c00000BTSheAAH,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LLEA0,,0068c00000odXqVAAU,0,1,New Product Training,,,2022-03-15T04:00:00.000+0000,03/14/22,64,2022-03-15T04:00:00.000+0000,2022-03-15T05:04:00.000+0000,,0018c00002FHQwnAAH,0058c00000BTShYAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LMEA0,,0068c00000odXhWAAU,0,1,Sales Training,,,2022-02-18T05:00:00.000+0000,02/17/22,10,2022-02-18T05:00:00.000+0000,2022-02-18T05:10:00.000+0000,,0018c00002FHQpkAAH,0058c00000BTShRAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LNEA0,,0068c00000odXr7AAE,0,1,Enablement Session,,,2022-02-05T05:00:00.000+0000,02/04/22,68,2022-02-05T05:00:00.000+0000,2022-02-05T06:08:00.000+0000,,0018c00002FHQxFAAX,0058c00000BTShZAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LOEA0,,0068c00000odXpiAAE,0,1,Prospecting First Call,,,2022-02-06T05:00:00.000+0000,02/05/22,30,2022-02-06T05:00:00.000+0000,2022-02-06T05:30:00.000+0000,,0018c00002FHQwBAAX,0058c00000BTShYAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LPEA0,,0068c00000odY7rAAE,0,1,Account Health Check,,,2022-02-05T05:00:00.000+0000,02/04/22,31,2022-02-05T05:00:00.000+0000,2022-02-05T05:31:00.000+0000,,0018c00002FHR9FAAX,0058c00000BTShaAAH,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LQEA0,,0068c00000odXgUAAU,0,1,Account Planning Meeting,,,2022-03-10T05:00:00.000+0000,03/09/22,69,2022-03-10T05:00:00.000+0000,2022-03-10T06:09:00.000+0000,,0018c00002FHQp1AAH,0058c00000BTShdAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LREA0,,0068c00000odXaSAAU,0,1,Account Review Call,,,2022-03-06T05:00:00.000+0000,03/05/22,6,2022-03-06T05:00:00.000+0000,2022-03-06T05:06:00.000+0000,,0018c00002FHQkYAAX,0058c00000BTShcAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LSEA0,,0068c00000odXOtAAM,0,1,Agree on Next Steps,,,2022-02-27T05:00:00.000+0000,02/26/22,33,2022-02-27T05:00:00.000+0000,2022-02-27T05:33:00.000+0000,,0018c00002FHQcEAAX,0058c00000BTShcAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LTEA0,,0068c00000odXfJAAU,0,1,Approve Menus for Executive Lunch,,,2022-01-31T05:00:00.000+0000,01/30/22,67,2022-01-31T05:00:00.000+0000,2022-01-31T06:07:00.000+0000,,0018c00002FHQoAAAX,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LUEA0,,0068c00000odYAcAAM,0,1,Arrange Travel for Guest Speaker,,,2022-03-12T05:00:00.000+0000,03/11/22,27,2022-03-12T05:00:00.000+0000,2022-03-12T05:27:00.000+0000,,0018c00002FHRB7AAP,0058c00000BTShXAAX,Meeting,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LVEA0,,0068c00000odXG8AAM,0,1,Assess RFO Response,,,2022-03-01T05:00:00.000+0000,02/28/22,60,2022-03-01T05:00:00.000+0000,2022-03-01T06:00:00.000+0000,,0018c00002FHQViAAP,0058c00000BTShSAAX,Call,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LWEA0,,0068c00000odY90AAE,0,1,Attend Social Media Best Practices Webinar,,,2022-02-14T05:00:00.000+0000,02/13/22,38,2022-02-14T05:00:00.000+0000,2022-02-14T05:38:00.000+0000,,0018c00002FHRA4AAP,0058c00000BTShbAAH,Prep,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9LXEA0,,0068c00000odXgnAAE,0,1,Brainstorming,,,2022-02-02T05:00:00.000+0000,02/01/22,40,2022-02-02T05:00:00.000+0000,2022-02-02T05:40:00.000+0000,,0018c00002FHQpCAAX,0058c00000BTShPAAX,Other,,Busy,,,,,2022-03-30T02:59:23.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,,,,,,,,,,,,,,,Event
