Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype
00T3F00000NRjfNUAT,,0063F00000S5z2JQAR,Call - Initial Discussion,2022-04-20,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyRaQAK,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfOUAT,,0063F00000S5zLxQAJ,Request Questions From Customer,2022-04-24,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyftQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfPUAT,,0063F00000S5zbFQAR,Left voicemail,2022-03-11,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyreQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfQUAT,,0063F00000S5zd8QAB,Qualification Call Notes,2022-05-02,Not Started,Normal,,0053F00000D3CCPQA3,,,0013F00000oUyt3QAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfRUAT,,0063F00000S5z9ZQAR,Discovery notes,2022-03-17,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyWuQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfSUAT,,0063F00000S5zYOQAZ,Follow up on status,2022-04-19,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUypIQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfTUAT,,0063F00000S5zGyQAJ,Call to Schedule Presentation,2022-04-20,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUycDQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfUUAT,,0063F00000S5zAEQAZ,Follow up to my message,2022-04-13,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyXPQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfVUAT,,0063F00000S5zd1QAB,Deal Discussion with Team,2022-04-25,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUysxQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfWUAT,,0063F00000S5zKsQAJ,Quick Call to Update Customer,2022-05-01,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyf2QAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfXUAT,,0063F00000S5zDdQAJ,Discovery Call,2022-04-12,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyZsQAK,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfYUAT,,0063F00000S602gQAB,Call Connect with CEO,2022-05-01,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzBWQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfZUAT,,0063F00000S5zeyQAB,Work on RFP,2022-05-08,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyuKQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfaUAD,,0063F00000S5z4rQAB,Travel Time,2022-04-24,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyTJQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfbUAD,,0063F00000S5z6DQAR,Account Review Call,2022-03-20,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyULQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfcUAD,,0063F00000S5zyVQAR,Negotiate Terms and Conditions,2022-05-12,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz8GQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfdUAD,,0063F00000S5zs1QAB,Notes from Discovery Meeting,2022-05-02,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUz3ZQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfeUAD,,0063F00000S5zumQAB,Called Decision Maker - CIO,2022-05-05,Not Started,Normal,,0053F00000D3CCPQA3,,,0013F00000oUz5YQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjffUAD,,0063F00000S5zwXQAR,Touch Base with Key Decision Maker,2022-05-03,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUz6jQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfgUAD,,0063F00000S5zWqQAJ,Demonstration to Project Team,2022-04-26,Not Started,Normal,,0053F00000D3CCPQA3,,,0013F00000oUyoAQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfhUAD,,0063F00000S6097QAB,Connect,2022-03-18,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzGVQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfiUAD,,0063F00000S5z41QAB,1st Call - Prospecting,2022-03-19,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUySiQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfjUAD,,0063F00000S5zUYQAZ,Discovery Call with Customer,2022-03-20,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUymVQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfkUAD,,0063F00000S607BQAR,Left Voicemail: Update,2022-03-21,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzEwQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjflUAD,,0063F00000S602PQAR,Request Needs List,2022-05-08,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzBHQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfmUAD,,0063F00000S5z2NQAR,Call - Initial Discussion,2022-04-21,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyRcQAK,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfnUAD,,0063F00000S5zblQAB,Send Questionnaire to Customer,2022-05-11,Not Started,Normal,,0053F00000D3CCQQA3,,,0013F00000oUys1QAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfoUAD,,0063F00000S5zOLQAZ,Sales Presentation,2022-05-10,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyhgQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfpUAD,,0063F00000S5zNBQAZ,2nd Call - Qualification,2022-04-30,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUygoQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfqUAD,,0063F00000S604xQAB,Manager deal update,2022-03-24,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzDJQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfrUAD,,0063F00000S5z2AQAR,Sales Call with VP of Marketing,2022-05-01,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyRSQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfsUAD,,0063F00000S5zucQAB,Finalize Contract,2022-05-03,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz5TQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjftUAD,,0063F00000S5zlLQAR,Review Product Roadmap,2022-05-03,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyyuQAC,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfuUAD,,0063F00000S5zhDQAR,Cold Call to Director of Services,2022-05-03,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyw0QAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfvUAD,,0063F00000S5zPFQAZ,Send new pricing,2022-04-23,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyiPQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfwUAD,,0063F00000S5zjHQAR,Call for Update on Project,2022-05-01,Not Started,Normal,,0053F00000D3CCPQA3,,,0013F00000oUyxUQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfxUAD,,0063F00000S5zeAQAR,Send Thank You Message,2022-04-22,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUytjQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfyUAD,,0063F00000S5z6fQAB,Qualification Notes from Meeting,2022-04-22,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyUgQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjfzUAD,,0063F00000S5z5FQAR,Discovery Notes,2022-04-23,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyTeQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg0UAD,,0063F00000S5zdOQAR,Follow Up with Customer,2022-05-07,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUytFQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg1UAD,,0063F00000S5z40QAB,Call to Schedule Presentation,2022-04-25,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUySiQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg2UAD,,0063F00000S60AJQAZ,Deal Discussion,2022-05-09,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzHLQA0,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg3UAD,,0063F00000S5zVkQAJ,Quick Call with VP of IT,2022-03-21,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUynQQAS,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg4UAD,,0063F00000S5zLXQAZ,Discovery Call,2022-05-15,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyfbQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg5UAD,,0063F00000S5zeyQAB,Call Connect with VP of Service,2022-04-26,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyuKQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg6UAD,,0063F00000S60G3QAJ,Check in with Customer,2022-04-17,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzLzQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg7UAD,,0063F00000S5zr5QAB,Work on RFP,2022-04-22,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz2vQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg8UAD,,0063F00000S5zT9QAJ,Prep Sales Presentation,2022-04-21,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUylMQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjg9UAD,,0063F00000S60FrQAJ,Call with Project Team,2022-04-24,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzLpQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgAUAT,,0063F00000S5ztOQAR,Negotiate Terms,2022-05-04,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz4WQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgBUAT,,0063F00000S5z8YQAR,Notes From Discussion,2022-05-17,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyWEQA0,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgCUAT,,0063F00000S5zsEQAR,Review Discovery Notes,2022-04-13,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUz3iQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgDUAT,,0063F00000S5z5tQAB,Product Demo For Executive Team,2022-04-24,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyU8QAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgEUAT,,0063F00000S603rQAB,Touch Base with Director of Sales,2022-03-18,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzCOQA0,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgFUAT,,0063F00000S606vQAB,Demonstration to Key Stakeholders,2022-04-28,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzEiQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgGUAT,,0063F00000S60FqQAJ,1st Call - Prospecting,2022-05-14,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzLoQAK,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgHUAT,,0063F00000S5zpkQAB,Discovery Call,2022-05-03,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz20QAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgIUAT,,0063F00000S5zE3QAJ,Left Voicemail: Update,2022-05-03,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUya8QAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgJUAT,,0063F00000S5zbcQAB,Request Requirements Document,2022-04-27,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyrwQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgKUAT,,0063F00000S60BmQAJ,Call - Initial Discussion,2022-05-15,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzIXQA0,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgLUAT,,0063F00000S5zdNQAR,Discuss Customer Requirements,2022-05-18,Not Started,Normal,,0053F00000D3CCQQA3,,,0013F00000oUytEQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgMUAT,,0063F00000S5zQgQAJ,Sales Presentation Follow-Up,2022-05-14,Not Started,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyjRQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgNUAT,,0063F00000S5zrBQAR,Sales Presentation,2022-05-01,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz30QAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgOUAT,,0063F00000S5zcYQAR,2nd Call - Qualification,2022-05-03,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUysdQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgPUAT,,0063F00000S5zq6QAB,Manager Deal Update,2022-05-07,Not Started,Normal,,0053F00000D3CCQQA3,,,0013F00000oUz2FQAS,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgQUAT,,0063F00000S608WQAR,Call with VP of Marketing,2022-03-18,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzG1QAK,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgRUAT,,0063F00000S5zcDQAR,Send Updated Quote,2022-03-17,Completed,Normal,,0053F00000D3CCPQA3,,,0013F00000oUysMQAS,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgSUAT,,0063F00000S5zfMQAR,Check-in with Customer,2022-03-20,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyuaQAC,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgTUAT,,0063F00000S604lQAB,Send Thank You Email,2022-03-19,Completed,Normal,,0053F00000D3CCPQA3,,,0013F00000oUzDAQA0,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgUUAT,,0063F00000S600GQAR,Email: Proposed Solution for Case: 00001192,2022-03-19,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUz9aQAC,1,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjgVUAT,,0063F00000S5zXmQAJ,Send new statement,2022-04-12,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyomQAC,,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:40.000+0000,,,,,,,,,,,,,,,,,,,,Task
