Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,Website,PhotoUrl,Industry,AnnualRevenue,NumberOfEmployees,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,IsCustomerPortal,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,Contract__c,Maintenance__c,Tenure__c,Insurance__c,Payment_Method__c,Points__c,Monthly_Charges__c,Gender__c,Age__c
0013F00000oUyaZQAS,,,Formation,Corporate,,261 Nichols Fork,New Mark,NM,,USA,,,,"{""city"":""New Mark"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NM"",""street"":""261 Nichols Fork""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaZQAS,Chemicals,6748000,41,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUyaaQAC,,,EPL,Corporate,,969 Rice Street,Batestown,IN,,USA,,,,"{""city"":""Batestown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""969 Rice Street""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaaQAC,Agriculture,2951000,140,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-13,,,,,,Data.com,,,,,,,,,,
0013F00000oUyabQAC,,,SL Power Electronics Corporation,Corporate,,35228 Ortega Knolls,West Karlside,CA,,USA,,,,"{""city"":""West Karlside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""35228 Ortega Knolls""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyabQAC,Chemicals,3341000,198,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-10,,,,,,Website,,,,,,,,,,
0013F00000oUyacQAC,,,Novo Solutions,Corporate,,65024 Michael Prairie,Lake Sheena,CA,,USA,,,,"{""city"":""Lake Sheena"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""65024 Michael Prairie""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyacQAC,Recreation,3006000,70,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-09,,,,,,Website,,,,,,,,,,
0013F00000oUyadQAC,,,Williams Information Technology,Corporate,,36010 Jenna Cape,New Desiree,IL,,USA,,,,"{""city"":""New Desiree"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""36010 Jenna Cape""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyadQAC,Education,7678000,9,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyaeQAC,,,Dassault Systemes SolidWorks Corporation,Corporate,,6312 Dawson Keys,East Jason,IL,,USA,,,,"{""city"":""East Jason"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""6312 Dawson Keys""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaeQAC,Financial Services,5294000,106,,0053F00000D3CCQQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-14,,,,,,Social Media,,,,,,,,,,
0013F00000oUyafQAC,,,Cormac Corporation,Corporate,,7342 Andrew Centers,West Brianmouth,MO,,USA,,,,"{""city"":""West Brianmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""7342 Andrew Centers""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyafQAC,Not For Profit,6088000,239,,0053F00000D3CCQQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-19,,,,,,Referral,,,,,,,,,,
0013F00000oUyagQAC,,,Sunopta Ingredients,Corporate,,17842 Samantha Gateway,New Jesse,IN,,USA,,,,"{""city"":""New Jesse"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""17842 Samantha Gateway""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyagQAC,Education,6826000,208,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyahQAC,,,Getty Images,Corporate,,141 Aaron Summit,Gordonview,ND,,USA,,,,"{""city"":""Gordonview"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""141 Aaron Summit""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyahQAC,Machinery,6274000,117,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-22,,,,,,Data.com,,,,,,,,,,
0013F00000oUyaiQAC,,,Mallory & Church Corporation,Corporate,,21288 Sara Road,Jasonbury,MO,,USA,,,,"{""city"":""Jasonbury"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""21288 Sara Road""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaiQAC,Hospitality,2572000,73,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Data.com,,,,,,,,,,
0013F00000oUyajQAC,,,Exigo Associates,Corporate,,3107 Rivers Vista,Annettechester,IL,,USA,,,,"{""city"":""Annettechester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""3107 Rivers Vista""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyajQAC,Machinery,9783000,150,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-12,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyakQAC,,,Enterprise Computer Systems,Corporate,,81563 Joseph Vista,West Carloschester,MO,,USA,,,,"{""city"":""West Carloschester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""81563 Joseph Vista""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyakQAC,Chemicals,9348000,199,,0053F00000D3CCQQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-22,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyalQAC,,,Trans-Global Solutions,Corporate,,33744 Smith Causeway,Port Dorisshire,OR,,USA,,,,"{""city"":""Port Dorisshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""33744 Smith Causeway""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyalQAC,Electronics,5740000,212,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-12,,,,,,Social Media,,,,,,,,,,
0013F00000oUyamQAC,,,Jim Koons Automotive Companies,Corporate,,655 Yates River,New Rickeyland,WI,,USA,,,,"{""city"":""New Rickeyland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""655 Yates River""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyamQAC,Insurance,6402000,136,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-12,,,,,,Website,,,,,,,,,,
0013F00000oUyanQAC,,,Biosound Esaote,Corporate,,18301 Mcpherson Rest,North Tanyaton,SD,,USA,,,,"{""city"":""North Tanyaton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""SD"",""street"":""18301 Mcpherson Rest""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyanQAC,Retail,8255000,139,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-15,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyaoQAC,,,Dattar Systems Inc,Corporate,,538 Fox Center,South Katelynfurt,AK,,USA,,,,"{""city"":""South Katelynfurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""538 Fox Center""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaoQAC,Communications,4841000,215,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUyapQAC,,,Personal,Corporate,,0210 Barr Glens,West Kellyville,CA,,USA,,,,"{""city"":""West Kellyville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""0210 Barr Glens""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyapQAC,Telecommunications,2252000,76,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-08,,,,,,Community,,,,,,,,,,
0013F00000oUyaqQAC,,,Luxxon Corporation,Corporate,,53836 Katie Vista,Andersonville,MN,,USA,,,,"{""city"":""Andersonville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MN"",""street"":""53836 Katie Vista""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaqQAC,Biotechnology,4367000,230,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-21,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyarQAC,,,Day Consulting,Corporate,,861 Briggs Track,Jasonhaven,IN,,USA,,,,"{""city"":""Jasonhaven"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""861 Briggs Track""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyarQAC,Technology,9290000,3,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-18,,,,,,Cold Call,,,,,,,,,,
0013F00000oUyasQAC,,,BMR NeuroTech,Corporate,,429 Julia Flat,West Tara,IA,,USA,,,,"{""city"":""West Tara"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""429 Julia Flat""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyasQAC,Healthcare & Life Sciences,3396000,206,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-16,,,,,,Partner,,,,,,,,,,
0013F00000oUyatQAC,,,Horizon Solutions,Corporate,,85830 Amanda Stravenue,Matthewhaven,MI,,USA,,,,"{""city"":""Matthewhaven"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""85830 Amanda Stravenue""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyatQAC,Education,3525000,108,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-02,,,,,,Partner,,,,,,,,,,
0013F00000oUyauQAC,,,Bluesuit Inc,Corporate,,0065 Brian Turnpike,South Markmouth,MN,,USA,,,,"{""city"":""South Markmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MN"",""street"":""0065 Brian Turnpike""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyauQAC,Media,5939000,140,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-23,,,,,,Referral,,,,,,,,,,
0013F00000oUyavQAC,,,"CC Communications, Inc",Corporate,,72550 Smith Trace,South Lorihaven,MN,,USA,,,,"{""city"":""South Lorihaven"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MN"",""street"":""72550 Smith Trace""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyavQAC,Shipping,2344000,138,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-19,,,,,,Partner,,,,,,,,,,
0013F00000oUyawQAC,,,Algorithm,Corporate,,753 Perkins Corner,East Nicholasside,WI,,USA,,,,"{""city"":""East Nicholasside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""753 Perkins Corner""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyawQAC,Environmental,7299000,151,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-18,,,,,,Cold Call,,,,,,,,,,
0013F00000oUyaxQAC,,,NFR Security,Corporate,,8909 William Mills,North Derek,WI,,USA,,,,"{""city"":""North Derek"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""8909 William Mills""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyaxQAC,Biotechnology,2831000,2,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Referral,,,,,,,,,,
0013F00000oUyayQAC,,,Family Net Inc,Corporate,,0130 Michael Drive,Taylorside,HI,,USA,,,,"{""city"":""Taylorside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""0130 Michael Drive""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyayQAC,Engineering,6268000,157,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Data.com,,,,,,,,,,
0013F00000oUyazQAC,,,Uniplex Software Inc,Corporate,,973 Adams Place,Warrenfort,MI,,USA,,,,"{""city"":""Warrenfort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""973 Adams Place""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyazQAC,Consulting,9593000,123,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-17,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyb0QAC,,,Cerner Radiology Info Systems,Corporate,,82493 Jones Tunnel,East Stephenfort,MT,,USA,,,,"{""city"":""East Stephenfort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MT"",""street"":""82493 Jones Tunnel""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb0QAC,Consulting,7001000,98,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Website,,,,,,,,,,
0013F00000oUyb1QAC,,,Spanish.com,Corporate,,0199 Richard Neck,Port Victorborough,NV,,USA,,,,"{""city"":""Port Victorborough"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NV"",""street"":""0199 Richard Neck""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb1QAC,Manufacturing,7898000,209,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-27,,,,,,Community,,,,,,,,,,
0013F00000oUyb2QAC,,,Kalmar Ac Inc,Corporate,,38243 Megan Points,West Kayla,CA,,USA,,,,"{""city"":""West Kayla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""38243 Megan Points""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb2QAC,Machinery,6787000,153,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-02-25,,,,,,Data.com,,,,,,,,,,
0013F00000oUyb3QAC,,,Temel,Corporate,,794 Baldwin Courts,New Deniseland,CA,,USA,,,,"{""city"":""New Deniseland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""794 Baldwin Courts""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb3QAC,Retail,7840000,179,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUyb4QAC,,,Sureway Worldwide,Corporate,,2721 Haley Cliff,South Benjamin,WI,,USA,,,,"{""city"":""South Benjamin"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""2721 Haley Cliff""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb4QAC,Entertainment,8079000,28,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-21,,,,,,Website,,,,,,,,,,
0013F00000oUyb5QAC,,,CHK,Corporate,,22098 Levine Points,Jessicaberg,IN,,USA,,,,"{""city"":""Jessicaberg"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""22098 Levine Points""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb5QAC,Biotechnology,7264000,165,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Social Media,,,,,,,,,,
0013F00000oUyb6QAC,,,Dana  Farber Cancer Institute,Corporate,,3091 Cindy Oval,Port Shawnland,ND,,USA,,,,"{""city"":""Port Shawnland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""3091 Cindy Oval""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb6QAC,Financial Services,6260000,83,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-03,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyb7QAC,,,Courtroom Connect,Corporate,,6330 William Rapid,East Matthewhaven,MT,,USA,,,,"{""city"":""East Matthewhaven"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MT"",""street"":""6330 William Rapid""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb7QAC,Food & Beverage,9328000,28,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-11,,,,,,Referral,,,,,,,,,,
0013F00000oUyb8QAC,,,Park City Group,Corporate,,2423 Johnson Overpass,Leefort,HI,,USA,,,,"{""city"":""Leefort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""2423 Johnson Overpass""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb8QAC,Retail,8641000,85,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Community,,,,,,,,,,
0013F00000oUyb9QAC,,,Launch Associates,Corporate,,2203 Wright Neck,Jamesland,CA,,USA,,,,"{""city"":""Jamesland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""2203 Wright Neck""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyb9QAC,Consulting,2269000,210,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Cold Call,,,,,,,,,,
0013F00000oUybAQAS,,,Meritor,Corporate,,13215 Velasquez Island,Friedmanville,IL,,USA,,,,"{""city"":""Friedmanville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""13215 Velasquez Island""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybAQAS,Consulting,4810000,149,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-18,,,,,,Cold Call,,,,,,,,,,
0013F00000oUybBQAS,,,InteliTarget,Corporate,,8697 Harvey Point,Port Stevenchester,MO,,USA,,,,"{""city"":""Port Stevenchester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""8697 Harvey Point""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybBQAS,Not For Profit,6862000,181,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Data.com,,,,,,,,,,
0013F00000oUybCQAS,,,Adobe Digital Marketing,Corporate,,697 Bobby Cliff,East Timothy,MI,,USA,,,,"{""city"":""East Timothy"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""697 Bobby Cliff""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybCQAS,Chemicals,8725000,172,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-19,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUybDQAS,,,The Planet Group,Corporate,,62741 Jean Greens,Harveychester,OR,,USA,,,,"{""city"":""Harveychester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""62741 Jean Greens""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybDQAS,Consulting,9345000,102,,0053F00000D3CCPQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUybEQAS,,,Money Market Directories,Corporate,,0312 Victoria Light,Port Williamchester,OH,,USA,,,,"{""city"":""Port Williamchester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""0312 Victoria Light""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybEQAS,Utilities,2829000,103,,0053F00000D3CCOQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-16,,,,,,Social Media,,,,,,,,,,
0013F00000oUybFQAS,,,Sentigy Network Solutions,Corporate,,387 Miller Tunnel,Jasonton,CO,,USA,,,,"{""city"":""Jasonton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CO"",""street"":""387 Miller Tunnel""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUybFQAS,Consulting,9420000,157,,0053F00000D3CCNQA3,2023-04-05T12:19:40.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,0053F00000D31WiQAJ,2023-04-06T22:17:55.000+0000,2023-03-22,,,,,,Social Media,,,,,,,,,,
