External_Id__c,Account.External_Id__c,Opportunity.External_Id__c,Owner.External_Id__c,ACTIVITYDATE,EVENTSUBTYPE,SUBJECT,TYPE
W_Event.434,W_Account.3146,W_Opportunity.42547,W_Sales_User.1,2022-02-23,Event,Develop Keynote Presentation,Call
W_Event.435,W_Account.6698,W_Opportunity.37517,W_Sales_User.10,2022-02-03,Event,Develop Outbound Call Script and Offers,Call
W_Event.436,W_Account.2504,W_Opportunity.36697,W_Sales_User.1,2022-03-13,Event,Develop Presentation,Prep
W_Event.437,W_Account.255,W_Opportunity.6234,W_Sales_User.1,2022-02-19,Event,Discovery Call,Meeting
W_Event.438,W_Account.649,W_Opportunity.15997,W_Sales_User.1,2022-03-01,Event,Discovery Call Notes,Meeting
W_Event.439,W_Account.3961,W_Opportunity.55822,W_Sales_User.16,2022-02-23,Event,Discovery Call with Customer,Meeting
W_Event.440,W_Account.6649,W_Opportunity.29558,W_Sales_User.1,2022-03-14,Event,Discovery Meeting Request,Call
W_Event.441,W_Account.5274,W_Opportunity.70441,W_Sales_User.10,2022-02-07,Event,Discovery Notes,Call
W_Event.442,W_Account.6142,W_Opportunity.35498,W_Sales_User.10,2022-03-06,Event,Discuss Account Plan,Meeting
W_Event.443,W_Account.3373,W_Opportunity.44564,W_Sales_User.1,2022-02-17,Event,Discuss Competitive Landscape,Meeting
W_Event.444,W_Account.863,W_Opportunity.20979,W_Sales_User.1,2022-03-01,Event,Discuss Next Steps,Meeting
W_Event.445,W_Account.382,W_Opportunity.9634,W_Sales_User.1,2022-02-01,Event,Discuss Outcome of Meeting,Meeting
W_Event.446,W_Account.7658,W_Opportunity.49633,W_Sales_User.16,2022-03-03,Event,Discuss Potential New Package,Meeting
W_Event.447,W_Account.2774,W_Opportunity.38949,W_Sales_User.10,2022-02-11,Event,Discuss Requirements with CIO,Meeting
W_Event.448,W_Account.6086,W_Opportunity.78016,W_Sales_User.10,2022-02-16,Event,Discuss Revised Quote,Call
W_Event.449,W_Account.3120,W_Opportunity.42316,W_Sales_User.1,2022-03-19,Event,Discuss Solution Fit,Prep
W_Event.450,W_Account.1493,W_Opportunity.27850,W_Sales_User.1,2022-03-05,Event,Engage Featured Speaker for Webinar,Call
W_Event.451,W_Account.2376,W_Opportunity.35631,W_Sales_User.10,2022-03-18,Event,Executive Breakfast,Call
W_Event.452,W_Account.7964,W_Opportunity.6049,W_Sales_User.10,2022-02-04,Event,Executive Luncheon,Call
W_Event.453,W_Account.6104,W_Opportunity.23549,W_Sales_User.1,2022-03-12,Event,Finalize Contract,Call
W_Event.454,W_Account.2312,W_Opportunity.35120,W_Sales_User.1,2022-03-13,Event,Finalize Contract and Discuss Terms,Prep
W_Event.455,W_Account.5186,W_Opportunity.69734,W_Sales_User.16,2022-02-23,Event,Finalize List of Target Companies to Engage,Meeting
W_Event.456,W_Account.1146,W_Opportunity.24667,W_Sales_User.1,2022-03-11,Event,Finalize RFP,Meeting
W_Event.457,W_Account.6181,W_Opportunity.54198,W_Sales_User.16,2022-02-01,Event,Finalize RFP Response,Meeting
W_Event.458,W_Account.7451,W_Opportunity.46047,W_Sales_User.10,2022-02-19,Event,First Call Contact,Meeting
W_Event.459,W_Account.1422,W_Opportunity.27226,W_Sales_User.1,2022-03-10,Event,First pass on RFP,Meeting
W_Event.460,W_Account.5007,W_Opportunity.68255,W_Sales_User.16,2022-03-06,Event,Follow Up To My Message,Meeting
W_Event.461,W_Account.4483,W_Opportunity.63425,W_Sales_User.16,2022-03-05,Event,Follow Up with Customer,Call
W_Event.462,W_Account.6748,W_Opportunity.48017,W_Sales_User.10,2022-02-04,Event,Follow-up email,Prep
W_Event.463,W_Account.5577,W_Opportunity.73217,W_Sales_User.10,2022-02-01,Event,Generate Invoice,Other
W_Event.464,W_Account.5242,W_Opportunity.70183,W_Sales_User.10,2022-02-25,Event,Generate Order,Call
W_Event.465,W_Account.775,W_Opportunity.18897,W_Sales_User.1,2022-03-15,Event,Generate Quote,Call
W_Event.466,W_Account.389,W_Opportunity.9760,W_Sales_User.1,2022-02-17,Event,Generate Quote with T&C's,Call
W_Event.467,W_Account.8124,W_Opportunity.49931,W_Sales_User.17,2022-02-28,Event,Identify Competitors,Call
W_Event.468,W_Account.8063,W_Opportunity.6858,W_Sales_User.10,2022-02-15,Event,Identify Referrrals,Prep
W_Event.469,W_Account.8081,W_Opportunity.13809,W_Sales_User.1,2022-03-05,Event,Initial Call,Meeting
W_Event.470,W_Account.6944,W_Opportunity.57735,W_Sales_User.16,2022-03-07,Event,Internal Deal Discussion,Meeting
W_Event.471,W_Account.7326,W_Opportunity.13061,W_Sales_User.10,2022-03-09,Event,Internal: Review Pricing Structure,Meeting
W_Event.472,W_Account.1377,W_Opportunity.26840,W_Sales_User.10,2022-02-20,Event,Introductory Call,Call
W_Event.473,W_Account.4454,W_Opportunity.63148,W_Sales_User.10,2022-02-18,Event,Introductory Call with Director of Finance,Call
W_Event.474,W_Account.4563,W_Opportunity.64205,W_Sales_User.16,2022-03-15,Event,Kickoff Meeting with Stakeholders,Meeting
W_Event.475,W_Account.1142,W_Opportunity.24638,W_Sales_User.10,2022-02-06,Event,Lead Qualification Call,Meeting
W_Event.476,W_Account.1045,W_Opportunity.23765,W_Sales_User.1,2022-03-12,Event,Lead Source Details,Meeting
W_Event.477,W_Account.5151,W_Opportunity.69446,W_Sales_User.16,2022-02-07,Event,Left Voicemail,Meeting
W_Event.478,W_Account.45,W_Opportunity.1054,W_Sales_User.10,2022-03-18,Event,Left Voicemail: Update,Meeting
W_Event.479,W_Account.3718,W_Opportunity.50489,W_Sales_User.16,2022-02-15,Event,Lunch,Meeting
W_Event.480,W_Account.5909,W_Opportunity.76389,W_Sales_User.10,2022-02-21,Event,Lunch Briefing,Prep
W_Event.481,W_Account.5337,W_Opportunity.70970,W_Sales_User.10,2022-02-07,Event,Lunch Meeting,Other
W_Event.482,W_Account.6356,W_Opportunity.62175,W_Sales_User.10,2022-02-25,Event,Manager 1:1 Meeting,Call
W_Event.483,W_Account.4285,W_Opportunity.61678,W_Sales_User.17,2022-03-19,Event,Mid-Year Review,Call
W_Event.484,W_Account.3921,W_Opportunity.54929,W_Sales_User.10,2022-03-12,Event,Negotiate Contracts,Call
W_Event.485,W_Account.2913,W_Opportunity.40288,W_Sales_User.1,2022-03-06,Event,Notes from Customer Discussion,Call
W_Event.486,W_Account.8059,W_Opportunity.5777,W_Sales_User.1,2022-03-02,Event,Notes From Discussion,Prep
W_Event.487,W_Account.7961,W_Opportunity.4739,W_Sales_User.10,2022-02-20,Event,Notes From Discussion with VP of Finance,Meeting
W_Event.488,W_Account.106,W_Opportunity.2753,W_Sales_User.1,2022-02-05,Event,Onsite Industry Research,Meeting
W_Event.489,W_Account.4401,W_Opportunity.62680,W_Sales_User.16,2022-03-17,Event,Onsite Meeting with Executive Team,Meeting
W_Event.490,W_Account.851,W_Opportunity.20747,W_Sales_User.10,2022-02-17,Event,Onsite Presentation and Discussion,Call
W_Event.491,W_Account.4936,W_Opportunity.67605,W_Sales_User.10,2022-02-28,Event,Onsite Presentation to Board of Directors,Call
W_Event.492,W_Account.5658,W_Opportunity.73892,W_Sales_User.16,2022-02-20,Event,Onsite Presentation to Executive Team,Meeting
W_Event.493,W_Account.7451,W_Opportunity.46047,W_Sales_User.10,2022-02-22,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.494,W_Account.2315,W_Opportunity.35149,W_Sales_User.10,2022-03-05,Event,Onsite Presentation to Sales Team,Meeting
W_Event.495,W_Account.5542,W_Opportunity.72881,W_Sales_User.10,2022-03-18,Event,Pipeline Generation Call Campaign,Meeting
W_Event.496,W_Account.4026,W_Opportunity.57295,W_Sales_User.16,2022-02-18,Event,Plan Account Strategy,Meeting
W_Event.497,W_Account.2552,W_Opportunity.37097,W_Sales_User.10,2022-03-06,Event,Plan Customer Event,Meeting
W_Event.498,W_Account.6530,W_Opportunity.65229,W_Sales_User.17,2022-02-23,Event,Plan Customer Visit,Call
W_Event.499,W_Account.2494,W_Opportunity.36628,W_Sales_User.1,2022-02-13,Event,Plan Executive Briefing,Prep
W_Event.500,W_Account.1316,W_Opportunity.26348,W_Sales_User.1,2022-02-06,Event,Post-Meeting Follow-Up,Other
W_Event.501,W_Account.5953,W_Opportunity.76784,W_Sales_User.17,2022-02-18,Event,Prep Sales Presentation,Call
W_Event.502,W_Account.5631,W_Opportunity.73677,W_Sales_User.17,2022-02-21,Event,Presentation to Operations Team,Call
W_Event.503,W_Account.4548,W_Opportunity.64090,W_Sales_User.17,2022-02-27,Event,Project Kickoff,Call
W_Event.504,W_Account.2746,W_Opportunity.38720,W_Sales_User.1,2022-03-19,Event,Project Review,Prep
W_Event.505,W_Account.2527,W_Opportunity.36874,W_Sales_User.1,2022-02-23,Event,Project Team Kickoff,Meeting
W_Event.506,W_Account.4306,W_Opportunity.61850,W_Sales_User.10,2022-03-19,Event,Project Update Call,Meeting
W_Event.507,W_Account.5214,W_Opportunity.69945,W_Sales_User.10,2022-02-25,Event,Qualification Call,Meeting
W_Event.508,W_Account.3215,W_Opportunity.43081,W_Sales_User.10,2022-01-31,Event,Qualify Lead,Meeting
W_Event.509,W_Account.5358,W_Opportunity.71143,W_Sales_User.10,2022-02-17,Event,Quick Call with Director of Finance,Meeting
W_Event.510,W_Account.1738,W_Opportunity.30027,W_Sales_User.1,2022-02-09,Event,Quick Call with VP of IT,Call
W_Event.511,W_Account.5664,W_Opportunity.73938,W_Sales_User.16,2022-02-24,Event,Quick Call with VP of Operations,Prep
W_Event.512,W_Account.4564,W_Opportunity.64212,W_Sales_User.10,2022-03-12,Event,Research Competitors,Other
W_Event.513,W_Account.7032,W_Opportunity.13288,W_Sales_User.1,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.514,W_Account.1392,W_Opportunity.26966,W_Sales_User.1,2022-03-13,Event,Reserve Venue for Customer Conference,Call
W_Event.515,W_Account.2285,W_Opportunity.34905,W_Sales_User.10,2022-03-02,Event,Respond to RFP,Call
W_Event.516,W_Account.969,W_Opportunity.23141,W_Sales_User.1,2022-02-26,Event,Review Ad Text Options for A/B Testing,Call
W_Event.517,W_Account.1155,W_Opportunity.24742,W_Sales_User.1,2022-02-19,Event,Review Campaign Success and Plan Next Phase,Prep
W_Event.518,W_Account.4132,W_Opportunity.59279,W_Sales_User.16,2022-02-11,Event,Review Meeting Notes,Meeting
W_Event.519,W_Account.7342,W_Opportunity.891,W_Sales_User.1,2022-03-09,Event,Review Product Roadmap,Meeting
W_Event.520,W_Account.3606,W_Opportunity.48290,W_Sales_User.10,2022-02-09,Event,Review Proposal,Call
W_Event.521,W_Account.6379,W_Opportunity.70809,W_Sales_User.17,2022-02-06,Event,Review RFP Response,Call
W_Event.522,W_Account.5130,W_Opportunity.69275,W_Sales_User.17,2022-02-05,Event,Review Social Listening and Identify Keywords,Meeting
W_Event.523,W_Account.8187,W_Opportunity.1050,W_Sales_User.10,2022-02-20,Event,RFP Response Kickoff,Meeting
W_Event.524,W_Account.7716,W_Opportunity.59366,W_Sales_User.10,2022-03-19,Event,RFP Team Meeting,Meeting
W_Event.525,W_Account.7294,W_Opportunity.53595,W_Sales_User.10,2022-03-20,Event,Run Facebook Promotion to Boost Engagement,Meeting
W_Event.526,W_Account.6795,W_Opportunity.68509,W_Sales_User.10,2022-03-14,Event,Sales Presentation Follow-Up,Meeting
W_Event.527,W_Account.5345,W_Opportunity.71017,W_Sales_User.10,2022-02-10,Event,Send Answers to Customer Questions,Meeting
W_Event.528,W_Account.4483,W_Opportunity.63425,W_Sales_User.16,2022-03-07,Event,Send Contract,Call
W_Event.529,W_Account.7244,W_Opportunity.17441,W_Sales_User.10,2022-03-16,Event,Send Contract for Signing,Prep
W_Event.530,W_Account.4167,W_Opportunity.59759,W_Sales_User.10,2022-02-24,Event,Send Follow-up Email,Other
W_Event.531,W_Account.423,W_Opportunity.10478,W_Sales_User.1,2022-03-13,Event,Send Revised Pricing,Call
W_Event.532,W_Account.2925,W_Opportunity.40430,W_Sales_User.1,2022-03-07,Event,Send Revised Quote,Call
W_Event.533,W_Account.1057,W_Opportunity.23905,W_Sales_User.10,2022-03-01,Event,Send Thank You Email,Call
W_Event.534,W_Account.7695,W_Opportunity.55789,W_Sales_User.10,2022-03-13,Event,Send Thank You to Customer,Call
W_Event.535,W_Account.3488,W_Opportunity.45642,W_Sales_User.1,2022-01-31,Event,Send Updated Quote,Prep
W_Event.536,W_Account.844,W_Opportunity.20615,W_Sales_User.1,2022-03-19,Event,Social Media Strategy Meeting,Meeting
W_Event.537,W_Account.7950,W_Opportunity.58569,W_Sales_User.17,2022-02-08,Event,Submit Feature Request,Meeting
W_Event.538,W_Account.7027,W_Opportunity.12347,W_Sales_User.1,2022-03-14,Event,Team Meeting,Call
W_Event.539,W_Account.7001,W_Opportunity.5440,W_Sales_User.1,2022-03-13,Event,Tradeshow Preparation,Meeting
W_Event.540,W_Account.3095,W_Opportunity.42054,W_Sales_User.10,2022-01-31,Event,Volunteering - Animal Rescue Shelter,Meeting
W_Event.541,W_Account.7390,W_Opportunity.10599,W_Sales_User.1,2022-02-10,Event,Volunteering - Board of Trustees,Meeting
W_Event.542,W_Account.5519,W_Opportunity.72609,W_Sales_User.16,2022-02-14,Event,Volunteering - Business Skills Workshop,Meeting
W_Event.543,W_Account.105,W_Opportunity.2744,W_Sales_User.1,2022-03-03,Event,Volunteering - Canned Food Collection,Meeting
W_Event.544,W_Account.1009,W_Opportunity.23480,W_Sales_User.10,2022-03-10,Event,Volunteering - Community Garden,Call
W_Event.545,W_Account.4912,W_Opportunity.67386,W_Sales_User.17,2022-03-13,Event,Volunteering - Community Mentorship,Prep
W_Event.546,W_Account.2333,W_Opportunity.35313,W_Sales_User.10,2022-02-02,Event,Volunteering - Food Bank,Other
W_Event.547,W_Account.3939,W_Opportunity.55283,W_Sales_User.10,2022-03-04,Event,Volunteering - Homeless Services,Call
W_Event.548,W_Account.4395,W_Opportunity.62630,W_Sales_User.10,2022-03-04,Event,Volunteering - Library,Call
W_Event.549,W_Account.5264,W_Opportunity.70363,W_Sales_User.10,2022-02-13,Event,Volunteering - Mock Interviews,Call
W_Event.550,W_Account.5226,W_Opportunity.70062,W_Sales_User.10,2022-02-24,Event,Volunteering - Tree Planting,Prep
W_Event.551,W_Account.7410,W_Opportunity.14209,W_Sales_User.10,2022-03-21,Event,Web Conference with Customer,Meeting
W_Event.552,W_Account.222,W_Opportunity.5504,W_Sales_User.1,2022-02-24,Event,Web Meeting,Meeting
W_Event.553,W_Account.7078,W_Opportunity.46176,W_Sales_User.16,2022-02-16,Event,Web Meeting with Customer,Meeting
W_Event.554,W_Account.3953,W_Opportunity.55611,W_Sales_User.16,2022-02-07,Event,Web Meeting with Executives,Meeting
W_Event.555,W_Account.1821,W_Opportunity.30796,W_Sales_User.10,2022-02-02,Event,Webinar,Meeting
W_Event.556,W_Account.287,W_Opportunity.7205,W_Sales_User.1,2022-02-05,Event,Webinar Content,Meeting
W_Event.557,W_Account.2265,W_Opportunity.34722,W_Sales_User.1,2022-02-24,Event,Webinar Planning Session,Call
W_Event.558,W_Account.3753,W_Opportunity.51287,W_Sales_User.10,2022-02-13,Event,Webinar Presentation,Prep
W_Event.559,W_Account.7620,W_Opportunity.20207,W_Sales_User.1,2022-03-11,Event,Work on RFP,Other
W_Event.560,W_Account.4258,W_Opportunity.61429,W_Sales_User.16,2022-02-16,Event,Product Launch Meeting,Call
W_Event.561,W_Account.5028,W_Opportunity.68438,W_Sales_User.10,2022-02-17,Event,Product Launch Training,Call
W_Event.562,W_Account.2370,W_Opportunity.35579,W_Sales_User.1,2022-02-18,Event,New Product Training,Call
W_Event.563,W_Account.1147,W_Opportunity.24679,W_Sales_User.10,2022-03-21,Event,Sales Training,Call
W_Event.564,W_Account.6452,W_Opportunity.28759,W_Sales_User.10,2022-02-22,Event,Enablement Session,Prep
W_Event.565,W_Account.1282,W_Opportunity.25974,W_Sales_User.1,2022-02-28,Event,Prospecting First Call,Meeting
W_Event.566,W_Account.5181,W_Opportunity.69694,W_Sales_User.16,2022-03-21,Event,Account Health Check,Meeting
W_Event.567,W_Account.3906,W_Opportunity.54623,W_Sales_User.10,2022-03-18,Event,Account Planning Meeting,Meeting
W_Event.568,W_Account.5503,W_Opportunity.72504,W_Sales_User.16,2022-02-11,Event,Account Review,Call
W_Event.569,W_Account.2532,W_Opportunity.36924,W_Sales_User.1,2022-03-14,Event,Account Review Call,Call
W_Event.570,W_Account.6812,W_Opportunity.75351,W_Sales_User.10,2022-03-08,Event,Agree on Next Steps,Meeting
W_Event.571,W_Account.6433,W_Opportunity.25577,W_Sales_User.10,2022-03-04,Event,Approve Ad Designs,Meeting
W_Event.572,W_Account.3652,W_Opportunity.49112,W_Sales_User.16,2022-02-13,Event,Approve Menus for Executive Lunch,Meeting
W_Event.573,W_Account.6747,W_Opportunity.47768,W_Sales_User.16,2022-03-17,Event,Arrange Travel for Guest Speaker,Meeting
W_Event.574,W_Account.4306,W_Opportunity.61850,W_Sales_User.10,2022-02-13,Event,Assess RFO Response,Meeting
W_Event.575,W_Account.156,W_Opportunity.3984,W_Sales_User.10,2022-02-03,Event,Attend Social Media Best Practices Webinar,Meeting
W_Event.576,W_Account.2562,W_Opportunity.37234,W_Sales_User.1,2022-02-03,Event,Brainstorming,Call
W_Event.577,W_Account.1841,W_Opportunity.30986,W_Sales_User.10,2022-02-17,Event,Brainstorming Session,Prep
W_Event.578,W_Account.5146,W_Opportunity.69400,W_Sales_User.16,2022-02-22,Event,Build Slides for Presentation,Other
W_Event.579,W_Account.4578,W_Opportunity.64329,W_Sales_User.17,2022-02-10,Event,Call Customer for Update,Call
W_Event.580,W_Account.7336,W_Opportunity.20,W_Sales_User.1,2022-03-17,Event,Call to Discuss Renewal,Call
W_Event.581,W_Account.2086,W_Opportunity.33206,W_Sales_User.1,2022-02-18,Event,Call with Decision Maker,Call
W_Event.582,W_Account.6454,W_Opportunity.28990,W_Sales_User.1,2022-02-28,Event,Call with Director of Operations,Call
W_Event.583,W_Account.3639,W_Opportunity.48932,W_Sales_User.16,2022-03-10,Event,Call with Director of Sales,Prep
W_Event.584,W_Account.3832,W_Opportunity.52766,W_Sales_User.10,2022-03-03,Event,Call with Project Team,Meeting
W_Event.585,W_Account.5894,W_Opportunity.76199,W_Sales_User.17,2022-03-03,Event,Channel Account Planning,Meeting
W_Event.586,W_Account.3635,W_Opportunity.48869,W_Sales_User.10,2022-03-21,Event,Channel Plan Status Call,Meeting
W_Event.587,W_Account.4525,W_Opportunity.63809,W_Sales_User.10,2022-02-13,Event,Check in with Customer,Call
W_Event.588,W_Account.6799,W_Opportunity.69935,W_Sales_User.10,2022-03-18,Event,Closing Call,Call
W_Event.589,W_Account.3951,W_Opportunity.55498,W_Sales_User.17,2022-02-11,Event,Cold Call to Director of Operations,Meeting
W_Event.590,W_Account.1130,W_Opportunity.24545,W_Sales_User.1,2022-02-08,Event,Cold Call with Prospect,Meeting
W_Event.591,W_Account.1769,W_Opportunity.30321,W_Sales_User.10,2022-03-02,Event,Competitive Research,Meeting
W_Event.592,W_Account.2369,W_Opportunity.35567,W_Sales_User.10,2022-02-15,Event,Complete and Send Close Plan,Meeting
W_Event.593,W_Account.1000,W_Opportunity.23393,W_Sales_User.1,2022-02-25,Event,Complete Mutual Plan Document,Meeting
W_Event.594,W_Account.7487,W_Opportunity.53572,W_Sales_User.10,2022-02-25,Event,Conference Call,Meeting
W_Event.595,W_Account.798,W_Opportunity.19405,W_Sales_User.10,2022-02-15,Event,Conference Call - Marketing Team,Call
W_Event.596,W_Account.7409,W_Opportunity.14013,W_Sales_User.1,2022-02-10,Event,Conference Call with Board of Directors,Prep
W_Event.597,W_Account.2081,W_Opportunity.33166,W_Sales_User.1,2022-03-11,Event,Conference Call with Customer,Other
W_Event.598,W_Account.5973,W_Opportunity.76941,W_Sales_User.10,2022-02-25,Event,Conference Call with Executive Team,Call
W_Event.599,W_Account.6125,W_Opportunity.30920,W_Sales_User.1,2022-02-17,Event,Conference Call with Key Stakeholders,Call
W_Event.600,W_Account.3348,W_Opportunity.44351,W_Sales_User.1,2022-03-03,Event,Conference Call with Team,Call
W_Event.601,W_Account.5943,W_Opportunity.76664,W_Sales_User.10,2022-02-18,Event,Confirm Close Date,Call
W_Event.602,W_Account.633,W_Opportunity.15664,W_Sales_User.1,2022-02-23,Event,Customer Lunch,Prep
W_Event.603,W_Account.3446,W_Opportunity.45298,W_Sales_User.10,2022-02-05,Event,Customer Meeting,Meeting
W_Event.604,W_Account.2157,W_Opportunity.33825,W_Sales_User.1,2022-02-05,Event,Deal Discussion with Team,Meeting
W_Event.605,W_Account.2875,W_Opportunity.39938,W_Sales_User.10,2022-02-15,Event,Define Customer Journey,Meeting
W_Event.606,W_Account.6812,W_Opportunity.75351,W_Sales_User.10,2022-02-02,Event,Demo,Meeting
W_Event.607,W_Account.969,W_Opportunity.23117,W_Sales_User.1,2022-02-12,Event,Demo for the Sales Team,Meeting
W_Event.608,W_Account.6499,W_Opportunity.45963,W_Sales_User.10,2022-03-04,Event,Demo to the Marketing Team,Meeting
W_Event.609,W_Account.4578,W_Opportunity.64332,W_Sales_User.10,2022-03-07,Event,Demonstration to Project Team,Call
W_Event.610,W_Account.792,W_Opportunity.19247,W_Sales_User.1,2022-03-02,Event,Design Social Command Center Requirements,Prep
W_Event.611,W_Account.6414,W_Opportunity.11431,W_Sales_User.1,2022-03-16,Event,Develop Account Plan,Other
W_Event.612,W_Account.2554,W_Opportunity.37122,W_Sales_User.10,2022-02-28,Event,Develop Content for Webinar,Call
W_Event.613,W_Account.7411,W_Opportunity.14291,W_Sales_User.1,2022-02-06,Event,Develop Keynote Presentation,Call
W_Event.614,W_Account.5420,W_Opportunity.71778,W_Sales_User.17,2022-02-10,Event,Develop Outbound Call Script and Offers,Call
W_Event.615,W_Account.6851,W_Opportunity.9985,W_Sales_User.1,2022-03-03,Event,Develop Presentation,Call
W_Event.616,W_Account.4026,W_Opportunity.57295,W_Sales_User.16,2022-02-19,Event,Discovery Call,Prep
W_Event.617,W_Account.45,W_Opportunity.1058,W_Sales_User.10,2022-03-02,Event,Discovery Call Notes,Meeting
W_Event.618,W_Account.4353,W_Opportunity.62247,W_Sales_User.16,2022-03-02,Event,Discovery Call with Customer,Meeting
W_Event.619,W_Account.4411,W_Opportunity.62759,W_Sales_User.17,2022-02-27,Event,Discovery Meeting Request,Meeting
W_Event.620,W_Account.2069,W_Opportunity.33093,W_Sales_User.1,2022-03-10,Event,Discovery Notes,Call
W_Event.621,W_Account.1182,W_Opportunity.25016,W_Sales_User.10,2022-02-22,Event,Discuss Account Plan,Call
W_Event.622,W_Account.7014,W_Opportunity.8544,W_Sales_User.1,2022-02-12,Event,Discuss Competitive Landscape,Meeting
W_Event.623,W_Account.1904,W_Opportunity.31600,W_Sales_User.1,2022-03-23,Event,Discuss Next Steps,Meeting
W_Event.624,W_Account.715,W_Opportunity.17476,W_Sales_User.1,2022-02-07,Event,Discuss Outcome of Meeting,Meeting
W_Event.625,W_Account.1638,W_Opportunity.29172,W_Sales_User.1,2022-02-12,Event,Discuss Potential New Package,Meeting
W_Event.626,W_Account.2715,W_Opportunity.38486,W_Sales_User.1,2022-03-19,Event,Discuss Requirements with CIO,Meeting
W_Event.627,W_Account.7012,W_Opportunity.7647,W_Sales_User.1,2022-02-05,Event,Discuss Revised Quote,Meeting
W_Event.628,W_Account.4212,W_Opportunity.60650,W_Sales_User.16,2022-03-03,Event,Discuss Solution Fit,Call
W_Event.629,W_Account.6289,W_Opportunity.33389,W_Sales_User.1,2022-03-20,Event,Draft Mutual Plan,Prep
W_Event.630,W_Account.5567,W_Opportunity.73147,W_Sales_User.10,2022-03-19,Event,Engage Featured Speaker for Webinar,Other
W_Event.631,W_Account.7796,W_Opportunity.18478,W_Sales_User.10,2022-03-20,Event,Executive Breakfast,Call
W_Event.632,W_Account.2239,W_Opportunity.34463,W_Sales_User.1,2022-02-02,Event,Executive Luncheon,Call
W_Event.633,W_Account.1059,W_Opportunity.23966,W_Sales_User.1,2022-03-08,Event,Finalize Contract,Call
W_Event.634,W_Account.4076,W_Opportunity.58316,W_Sales_User.10,2022-03-21,Event,Finalize Contract and Discuss Terms,Call
W_Event.635,W_Account.3497,W_Opportunity.45769,W_Sales_User.10,2022-02-17,Event,Finalize List of Target Companies to Engage,Prep
W_Event.636,W_Account.3314,W_Opportunity.43988,W_Sales_User.1,2022-02-26,Event,Finalize RFP,Meeting
W_Event.637,W_Account.2194,W_Opportunity.34122,W_Sales_User.1,2022-02-17,Event,Finalize RFP Response,Meeting
W_Event.638,W_Account.277,W_Opportunity.7032,W_Sales_User.1,2022-02-07,Event,First Call Contact,Meeting
W_Event.639,W_Account.6645,W_Opportunity.29001,W_Sales_User.10,2022-03-17,Event,First pass on RFP,Call
W_Event.640,W_Account.5167,W_Opportunity.69570,W_Sales_User.10,2022-03-14,Event,Follow Up To My Message,Call
W_Event.641,W_Account.3974,W_Opportunity.56158,W_Sales_User.16,2022-03-16,Event,Follow Up with Customer,Meeting
W_Event.642,W_Account.2267,W_Opportunity.34753,W_Sales_User.1,2022-02-25,Event,Follow-up email,Meeting
W_Event.643,W_Account.3706,W_Opportunity.50317,W_Sales_User.16,2022-02-19,Event,Generate Invoice,Meeting
W_Event.644,W_Account.4504,W_Opportunity.63638,W_Sales_User.10,2022-02-17,Event,Generate Order,Meeting
W_Event.645,W_Account.543,W_Opportunity.13314,W_Sales_User.1,2022-02-26,Event,Generate Quote,Meeting
W_Event.646,W_Account.5143,W_Opportunity.69384,W_Sales_User.16,2022-02-04,Event,Generate Quote with T&C's,Meeting
W_Event.647,W_Account.6783,W_Opportunity.65879,W_Sales_User.17,2022-01-31,Event,Identify Competitors,Call
W_Event.648,W_Account.6994,W_Opportunity.4079,W_Sales_User.1,2022-02-14,Event,Identify Referrrals,Prep
W_Event.649,W_Account.5770,W_Opportunity.74824,W_Sales_User.10,2022-03-09,Event,Initial Call,Other
W_Event.650,W_Account.3661,W_Opportunity.49343,W_Sales_User.10,2022-02-14,Event,Internal Deal Discussion,Call
W_Event.651,W_Account.5317,W_Opportunity.70810,W_Sales_User.16,2022-02-06,Event,Internal: Review Pricing Structure,Call
W_Event.652,W_Account.269,W_Opportunity.6777,W_Sales_User.1,2022-03-04,Event,Introductory Call,Call
W_Event.653,W_Account.5904,W_Opportunity.76303,W_Sales_User.10,2022-02-26,Event,Introductory Call with Director of Finance,Call
W_Event.654,W_Account.2223,W_Opportunity.34346,W_Sales_User.1,2022-02-13,Event,Kickoff Meeting with Stakeholders,Prep
W_Event.655,W_Account.5026,W_Opportunity.68425,W_Sales_User.10,2022-03-14,Event,Lead Qualification Call,Meeting
W_Event.656,W_Account.2044,W_Opportunity.32867,W_Sales_User.1,2022-03-17,Event,Lead Source Details,Meeting
W_Event.657,W_Account.6385,W_Opportunity.72818,W_Sales_User.17,2022-03-10,Event,Left Voicemail,Meeting
W_Event.658,W_Account.21,W_Opportunity.627,W_Sales_User.1,2022-03-06,Event,Left Voicemail: Introduction,Meeting
W_Event.659,W_Account.3604,W_Opportunity.48233,W_Sales_User.16,2022-02-22,Event,Left Voicemail: Update,Meeting
W_Event.660,W_Account.3903,W_Opportunity.54539,W_Sales_User.10,2022-02-18,Event,Lunch,Meeting
W_Event.661,W_Account.7244,W_Opportunity.17430,W_Sales_User.1,2022-03-18,Event,Lunch and Learn,Call
W_Event.662,W_Account.3404,W_Opportunity.44877,W_Sales_User.1,2022-02-20,Event,Lunch Briefing,Prep
W_Event.663,W_Account.8001,W_Opportunity.1652,W_Sales_User.10,2022-02-23,Event,Manager 1:1 Meeting,Call
