Id,WhoId,WhatId,WhoCount,WhatCount,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype,DB_Days__c,external_id__c
00T8c00003S6EDVEA3,,0068c00000odXORAA2,0,1,Lead Source Details,2022-03-24,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHQbtAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.25
00T8c00003S6EDWEA3,,0068c00000odYPuAAM,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHRMkAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.26
00T8c00003S6EDXEA3,,0068c00000odXmDAAU,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShXAAX,,,,0018c00002FHQtSAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.27
00T8c00003S6EDYEA3,,0068c00000odXoPAAU,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShTAAX,,,,0018c00002FHQv4AAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.28
00T8c00003S6EDZEA3,,0068c00000odYUZAA2,0,1,Lead Source Details,2022-03-24,Completed,Normal,,0058c00000BTShTAAX,,,,0018c00002FHRQWAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.29
00T8c00003S6EDaEAN,,0068c00000odXaGAAU,0,1,Lead Source Details,2022-03-18,Completed,Normal,,0058c00000BTShRAAX,,,,0018c00002FHQkOAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.30
00T8c00003S6EDbEAN,,0068c00000odYGxAAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHRFwAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.31
00T8c00003S6EDcEAN,,0068c00000odXMcAAM,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShcAAH,,,,0018c00002FHQaYAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.32
00T8c00003S6EDdEAN,,0068c00000odY1HAAU,0,1,Lead Source Details,2022-03-24,Completed,Normal,,0058c00000BTShVAAX,,,,0018c00002FHR4ZAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.33
00T8c00003S6EDeEAN,,0068c00000odXLGAA2,0,1,Lead Source Details,2022-03-18,Completed,Normal,,0058c00000BTShPAAX,,,,0018c00002FHQZPAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.34
00T8c00003S6EDfEAN,,0068c00000odY48AAE,0,1,Lead Source Details,2022-02-28,Completed,Normal,,0058c00000BTShSAAX,,,,0018c00002FHR6ZAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.35
00T8c00003S6EDgEAN,,0068c00000odXnkAAE,0,1,Lead Source Details,2022-02-10,Completed,Normal,,0058c00000BTShVAAX,,,,0018c00002FHQuaAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.36
00T8c00003S6EDhEAN,,0068c00000odXr4AAE,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShdAAH,,,,0018c00002FHQxCAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.37
00T8c00003S6EDiEAN,,0068c00000odYCGAA2,0,1,Lead Source Details,2022-03-17,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHRCLAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.38
00T8c00003S6EDjEAN,,0068c00000odXakAAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShfAAH,,,,0018c00002FHQklAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.39
00T8c00003S6EDkEAN,,0068c00000odYUuAAM,0,1,Lead Source Details,2022-03-17,Completed,Normal,,0058c00000BTShcAAH,,,,0018c00002FHRQpAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.40
00T8c00003S6EDlEAN,,0068c00000odXoEAAU,0,1,Sent Equipment Lease Details,2022-01-06,Completed,Normal,,0058c00000BTShZAAX,,Other,,0018c00002FHQuwAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.41
00T8c00003S6EDmEAN,,0068c00000odYBvAAM,0,1,Email: Prospect Success Day,2022-03-02,Completed,Normal,,0058c00000BTShZAAX,,Email,,0018c00002FHRC3AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.42
00T8c00003S6EDnEAN,,0068c00000odYTfAAM,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShYAAX,,,,0018c00002FHRPoAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.43
00T8c00003S6EDoEAN,,0068c00000odXltAAE,0,1,Lead Source Details,2022-03-19,Completed,Normal,,0058c00000BTShdAAH,,,,0018c00002FHQtCAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.44
00T8c00003S6EDpEAN,,0068c00000odYAQAA2,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTShTAAX,,,,0018c00002FHRAxAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.45
00T8c00003S6EDqEAN,,0068c00000odY8bAAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShdAAH,,,,0018c00002FHR9hAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.46
00T8c00003S6EDrEAN,,0068c00000odXaqAAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHQkpAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.47
00T8c00003S6EDsEAN,,0068c00000odXySAAU,0,1,Email: Prospect Success Day,2022-03-19,Completed,Normal,,0058c00000BTShYAAX,,Email,,0018c00002FHR2aAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.48
00T8c00003S6EDtEAN,,0068c00000odXtdAAE,0,1,Finalize Contract and Discuss Terms,2022-03-21,Completed,Normal,,0058c00000BTShdAAH,,Other,,0018c00002FHQz5AAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.49
00T8c00003S6EDuEAN,,0068c00000odYUdAAM,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHRQZAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.50
00T8c00003S6EDvEAN,,0068c00000odXRdAAM,0,1,Lead Source Details,2022-03-20,Completed,Normal,,0058c00000BTShaAAH,,,,0018c00002FHQeCAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.51
00T8c00003S6EDwEAN,,0068c00000odY8tAAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTShdAAH,,,,0018c00002FHR9yAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.52
00T8c00003S6EDxEAN,,0068c00000odXo8AAE,0,1,Lead Source Details,2022-03-22,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHQusAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.53
00T8c00003S6EDyEAN,,0068c00000odXqOAAU,0,1,Lead Source Details,2022-03-18,Completed,Normal,,0058c00000BTSheAAH,,,,0018c00002FHQwhAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.54
00T8c00003S6EDzEAN,,0068c00000odYAeAAM,0,1,Lead Source Details,2022-03-25,Completed,Normal,,0058c00000BTShWAAX,,,,0018c00002FHRB8AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.55
00T8c00003S6EE0EAN,,0068c00000odXmaAAE,0,1,Mass Email: TCO Whitepaper,2022-02-09,Completed,Normal,,0058c00000BTShZAAX,,Email,,0018c00002FHQtiAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.56
00T8c00003S6EE1EAN,,0068c00000odYQdAAM,0,1,Mass Email: TCO Whitepaper,2022-02-08,Completed,Normal,,0058c00000BTShcAAH,,Email,,0018c00002FHRNOAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.57
00T8c00003S6EE2EAN,,0068c00000odXc5AAE,0,1,Mass Email: TCO Whitepaper,2022-02-03,Completed,Normal,,0058c00000BTShcAAH,,Email,,0018c00002FHQllAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.58
00T8c00003S6EE3EAN,,0068c00000odXwyAAE,0,1,Email: Learn the True Total Cost of Ownership.,2022-01-23,Completed,Normal,,0058c00000BTShXAAX,,Email,,0018c00002FHR1PAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.59
00T8c00003S6EE4EAN,,0068c00000odXHcAAM,0,1,Email: Executive Speaker Series Invitation,2022-01-25,Completed,Normal,,0058c00000BTShaAAH,,Email,,0018c00002FHQWoAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.60
00T8c00003S6EE5EAN,,0068c00000odXWIAA2,0,1,Send Thank You,2022-03-13,Completed,Normal,,0058c00000BTShcAAH,,Email,,0018c00002FHQhXAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.61
00T8c00003S6EE6EAN,,0068c00000odXOeAAM,0,1,Call for update,2022-01-28,Completed,Normal,,0058c00000BTShQAAX,,Email,,0018c00002FHQc2AAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.62
00T8c00003S6EE7EAN,,0068c00000odXgBAAU,0,1,Send new pricing,2022-03-13,Completed,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHQomAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.63
00T8c00003S6EE8EAN,,0068c00000odYL1AAM,0,1,Discovery call,2022-04-20,Not Started,Normal,,0058c00000BTShaAAH,,Call,,0018c00002FHRJ3AAP,,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.64
00T8c00003S6EE9EAN,,0068c00000odXdcAAE,0,1,Left Voicemail: Introduction,2022-03-19,Completed,Normal,,0058c00000BTShSAAX,,Call,,0018c00002FHQmtAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.65
00T8c00003S6EEAEA3,,0068c00000odYG0AAM,0,1,Review Updated Sales Presentation,2022-04-25,Not Started,Normal,,0058c00000BTShWAAX,,Prep,,0018c00002FHRFBAA5,,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.66
00T8c00003S6EEBEA3,,0068c00000odXRvAAM,0,1,Tradeshow Preparation,2022-03-13,Completed,Normal,,0058c00000BTShcAAH,,Prep,,0018c00002FHQeNAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.67
00T8c00003S6EECEA3,,0068c00000odY43AAE,0,1,Lead Follow Up - Tradeshow,2022-04-24,Not Started,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHR6UAAX,,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.68
00T8c00003S6EEDEA3,,0068c00000odXGbAAM,0,1,Email: Re: Partner Upsell Opportunities,2022-03-13,Completed,Normal,,0058c00000BTShQAAX,,Email,,0018c00002FHQW0AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.69
00T8c00003S6EEEEA3,,0068c00000odXhlAAE,0,1,Email: Proposed Solution for Case: 00001169,2022-03-13,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHQpwAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.70
00T8c00003S6EEFEA3,,0068c00000odYC4AAM,0,1,Follow-up Call,2022-04-16,Not Started,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHRCCAA5,,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.71
00T8c00003S6EEGEA3,,0068c00000odXd1AAE,0,1,Review Case,2022-04-16,Not Started,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHQmQAAX,,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.72
00T8c00003S6EEHEA3,,0068c00000odYRAAA2,0,1,Email: Proposed Solution for Case: 00001198,2022-03-13,Completed,Normal,,0058c00000BTShaAAH,,Email,,0018c00002FHRNnAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.73
00T8c00003S6EEIEA3,,0068c00000odXPcAAM,0,1,Email: Case Confirmation: Case # 00001203,2022-03-13,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQchAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.74
00T8c00003S6EEJEA3,,0068c00000odY3XAAU,0,1,Email: Proposed Solution for Case: 00001164,2022-03-13,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHR6AAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.75
00T8c00003S6EEKEA3,,0068c00000odXjwAAE,0,1,Call with Director of Operations,2022-03-13,Completed,Normal,,0058c00000BTSheAAH,,Call,,0018c00002FHQrnAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.76
00T8c00003S6EELEA3,,0068c00000odXqFAAU,0,1,Lead Qualification Call,2022-02-05,Completed,Normal,,0058c00000BTShWAAX,,Call,,0018c00002FHQwaAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.77
00T8c00003S6EEMEA3,,0068c00000odYGDAA2,0,1,Discovery Call,2022-03-07,Completed,Normal,,0058c00000BTShdAAH,,Call,,0018c00002FHRFMAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.78
00T8c00003S6EENEA3,,0068c00000odY6rAAE,0,1,Closing Call,2022-03-12,Completed,Normal,,0058c00000BTShSAAX,,Call,,0018c00002FHR8VAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.79
00T8c00003S6EEOEA3,,0068c00000odXpwAAE,0,1,Mass Email: Visit our booth at TradeWorld!,2022-03-19,Completed,Normal,,0058c00000BTShTAAX,,Email,,0018c00002FHQwNAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.80
00T8c00003S6EEPEA3,,0068c00000odXqqAAE,0,1,Email: Quote,2022-03-15,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHQx1AAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.81
00T8c00003S6EEQEA3,,0068c00000odXp6AAE,0,1,Mass Email: New Product Launch!,2022-03-08,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQvfAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.82
00T8c00003S6EEREA3,,0068c00000odYImAAM,0,1,Email: Case Confirmation: Case # 00001198,2022-03-22,Completed,Normal,,0058c00000BTShbAAH,,Email,,0018c00002FHRHOAA5,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.83
00T8c00003S6EESEA3,,0068c00000odYNeAAM,0,1,Email: Case Confirmation: Case # 00001198,2022-03-22,Completed,Normal,,0058c00000BTShRAAX,,Email,,0018c00002FHRL6AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.84
00T8c00003S6EETEA3,,0068c00000odY67AAE,0,1,Email: Case Confirmation: Case # 00001182,2022-03-22,Completed,Normal,,0058c00000BTSheAAH,,Email,,0018c00002FHR7zAAH,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.85
00T8c00003S6EEUEA3,,0068c00000odXGnAAM,0,1,Email: Customer Support Follow-Up Survey,2022-03-22,Completed,Normal,,0058c00000BTShfAAH,,Email,,0018c00002FHQW8AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.86
00T8c00003S6EEVEA3,,0068c00000odYDAAA2,0,1,Email: Case Confirmation: Case # 00001296,2022-03-01,Completed,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHRD6AAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.87
00T8c00003S6EEWEA3,,0068c00000odXnIAAU,0,1,Mass Email: An Invitation to Customer Success Day!,2021-12-18,Completed,Normal,,0058c00000BTShdAAH,,Email,,0018c00002FHQuGAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.88
00T8c00003S6EEXEA3,,0068c00000odXGPAA2,0,1,Mass Email: An Invitation to Customer Success Day!,2022-02-05,Completed,Normal,,0058c00000BTShUAAX,,Email,,0018c00002FHQVrAAP,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.89
00T8c00003S6EEYEA3,,0068c00000odXkpAAE,0,1,Mass Email: An Invitation to Customer Success Day!,2022-01-25,Completed,Normal,,0058c00000BTShaAAH,,Email,,0018c00002FHQsUAAX,1,2022-03-30T02:50:01.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:02.000+0000,,,,,,,,,,,,,,,,,,,,Task,0,W_Task.90
