Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask
0063F00000S5zIAQAZ,,0013F00000oUyd3QAC,Branuity 72,,Closed Lost,23255,0,2020-07-30,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zICQAZ,,0013F00000oUyd5QAC,Enlink Geoenergy Svc Inc 88,,Closed Lost,100000,0,2020-08-03,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIEQAZ,,0013F00000oUyd6QAC,Music Semiconductors 97,,Closed Lost,200000,0,2020-08-22,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIHQAZ,,0013F00000oUyd6QAC,Music Semiconductors 100,,Closed Won,8687,100,2021-01-29,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zINQAZ,,0013F00000oUydAQAS,Red Herring 183,,Closed Lost,100000,0,2020-05-12,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2020,2020 2,,,,
0063F00000S5zIOQAZ,,0013F00000oUydAQAS,Red Herring 184,,Closed Lost,101000,0,2021-08-15,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2021,2021 3,,,,
0063F00000S5zIQQAZ,,0013F00000oUydBQAS,Allied Waste Industries 217,,Closed Lost,105000,0,2020-09-11,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIRQAZ,,0013F00000oUydCQAS,Sorrento Networks 235,,Closed Lost,40000,0,2021-11-20,Existing Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zITQAZ,,0013F00000oUydEQAS,Sales Solutions 19,,Closed Lost,30000,0,2020-08-18,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIUQAZ,,0013F00000oUydFQAS,Spencer Distributing  LP 23,,Discovery,15631,0,2022-06-05,New Business,,Reseller,,,Pipeline,Pipeline,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2022,2022 2,,,1,
0063F00000S5zIVQAZ,,0013F00000oUydGQAS,SunTrust Banks 40,,Closed Lost,50000,0,2021-05-11,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,1,
0063F00000S5zIWQAZ,,0013F00000oUydGQAS,SunTrust Banks 46,,Closed Lost,100000,0,2020-12-19,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zIZQAZ,,0013F00000oUydIQAS,AFLAC Benefit Solutions 103,,Closed Won,280000,100,2020-10-28,New Business,,Fields Sales,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zIaQAJ,,0013F00000oUydJQAS,Clean  Tech Co 113,,Closed Lost,600000,0,2021-06-09,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,,
0063F00000S5zIbQAJ,,0013F00000oUydJQAS,Clean  Tech Co 114,,Closed Lost,100000,0,2020-08-11,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIcQAJ,,0013F00000oUydKQAS,M&F enterprises 146,,Closed Lost,310029,0,2021-05-11,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,,
0063F00000S5zIdQAJ,,0013F00000oUydKQAS,M&F enterprises 155,,Closed Lost,30001,0,2021-05-17,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,,
0063F00000S5zIeQAJ,,0013F00000oUydLQAS,Product Acceleration 165,,Closed Lost,0,0,2020-10-09,Existing Business,,Telecoverage,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zIfQAJ,,0013F00000oUydMQAS,Recovery Solutions Inc 244,,Closed Lost,45500,0,2020-05-11,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2020,2020 2,,,,
0063F00000S5zIgQAJ,,0013F00000oUydNQAS,Delta Dental of Washington 252,,Closed Lost,45500,0,2021-10-30,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zIhQAJ,,0013F00000oUydOQAS,Cogent 10,,Closed Lost,32500,0,2020-07-25,Add-On Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIiQAJ,,0013F00000oUydPQAS,Directed Electronics 16,,Closed Lost,120000,0,2021-05-17,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,,
0063F00000S5zIjQAJ,,0013F00000oUydVQAS,Jefferson-Pilot Corporation 41,,Closed Won,30674,100,2021-03-08,Existing Business,,Fields Sales,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zIkQAJ,,0013F00000oUydVQAS,Jefferson-Pilot Corporation 45,,Closed Lost,120000,0,2020-08-12,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zIlQAJ,,0013F00000oUydVQAS,Jefferson-Pilot Corporation 50,,Closed Lost,9765,0,2021-11-13,New Business,,Telesales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zImQAJ,,0013F00000oUydWQAS,KeyCreations 98,,Closed Lost,797074,0,2021-10-10,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zIqQAJ,,0013F00000oUydYQAS,MicroAutomation 137,,Closed Lost,45500,0,2020-05-26,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2020,2020 2,,,,
0063F00000S5zItQAJ,,0013F00000oUydbQAC,Systems Task Group Int Lt 217,,Closed Lost,25000,0,2021-08-22,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2021,2021 3,,,,
0063F00000S5zIvQAJ,,0013F00000oUyddQAC,United Bank WV 36,,Closed Lost,250000,0,2021-12-24,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zIwQAJ,,0013F00000oUydeQAC,Meridian Technology Group 56,,Closed Lost,25000,0,2020-11-16,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zIxQAJ,,0013F00000oUydeQAC,Meridian Technology Group 59,,Closed Lost,38753,0,2020-11-22,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zIzQAJ,,0013F00000oUydgQAC,Human Factors International 96,,Closed Lost,150,0,2021-08-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2021,2021 3,,,,
0063F00000S5zJ5QAJ,,0013F00000oUydlQAC,Treadways Corporation 147,,Closed Lost,100000,0,2020-08-16,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJ6QAJ,,0013F00000oUydmQAC,Bistech 165,,Closed Lost,310029,0,2020-07-28,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJ8QAJ,,0013F00000oUydoQAC,Specialty Tires of America 205,,Closed Won,161,100,2021-01-24,New Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zJBQAZ,,0013F00000oUydrQAC,Quality Integrated Services 245,,Closed Won,7505,100,2020-09-06,New Business / Add-on,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJEQAZ,,0013F00000oUyduQAC,GE Power Systems 41,,Closed Won,34400,100,2020-08-30,New Business,,Fields Sales,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJFQAZ,,0013F00000oUydvQAC,Ceeva Inc 52,,Closed Lost,60000,0,2022-02-06,New Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2022,2022 1,,,,
0063F00000S5zJHQAZ,,0013F00000oUydwQAC,Puget Sound Systems Group 127,,Closed Lost,60000,0,2020-11-28,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJMQAZ,,0013F00000oUydzQAC,Tech Talent 195,,Closed Won,12508,100,2020-11-20,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJRQAZ,,0013F00000oUye2QAC,Unlimited Wireless 38,,Closed Lost,38753,0,2020-12-03,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJSQAZ,,0013F00000oUye3QAC,SRS-WORLDHOTELS 40,,Closed Lost,330000,0,2021-06-04,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,1,
0063F00000S5zJXQAZ,,0013F00000oUye5QAC,Spectrum Electronics 94,,Closed Lost,201315,0,2020-08-27,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJaQAJ,,0013F00000oUye8QAC,Digital Office Products 134,,Closed Lost,162500,0,2020-06-19,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2020,2020 2,,,,
0063F00000S5zJeQAJ,,0013F00000oUyeCQAS,Gls Industries 186,,Closed Lost,195000,0,2021-12-08,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,1,
0063F00000S5zJmQAJ,,0013F00000oUyeHQAS,Aeroflex Incorporated 42,,Closed Won,12000,100,2020-10-25,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJnQAJ,,0013F00000oUyeIQAS,UK Advertising Inc 90,,Closed Lost,0,0,2020-08-05,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJoQAJ,,0013F00000oUyeJQAS,Community Foundation of Centra 119,,Closed Lost,0,0,2020-08-20,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJpQAJ,,0013F00000oUyeJQAS,Community Foundation of Centra 123,,Closed Lost,101000,0,2020-12-09,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJqQAJ,,0013F00000oUyeKQAS,Lead411 138,,Closed Lost,10000,0,2021-09-18,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2021,2021 3,,,,
0063F00000S5zJuQAJ,,0013F00000oUyeMQAS,Contract Management Solutions 167,,Closed Lost,5000,0,2020-11-01,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zJvQAJ,,0013F00000oUyeMQAS,Contract Management Solutions 172,,Closed Won,42000,100,2020-09-18,Add-On Business,,Fields Sales,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zJwQAJ,,0013F00000oUyeMQAS,Contract Management Solutions 175,,Closed Lost,65000,0,2021-10-31,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2021,2021 4,,,,
0063F00000S5zJxQAJ,,0013F00000oUyeMQAS,Contract Management Solutions 185,,Closed Lost,6134,0,2021-01-02,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zJyQAJ,,0013F00000oUyeNQAS,Nationwide: OCCA 186,,Closed Lost,90000,0,2020-09-14,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zK1QAJ,,0013F00000oUyeOQAS,American Mailers 207,,Closed Lost,15501,0,2020-09-02,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zK2QAJ,,0013F00000oUyePQAS,NFIC 217,,Closed Lost,20000,0,2021-02-05,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zK3QAJ,,0013F00000oUyeQQAS,Vertical Publishing Inc 240,,Closed Lost,25000,0,2020-09-13,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zK6QAJ,,0013F00000oUyeRQAS,Palm Computing 14,,Closed Lost,15000,0,2021-05-08,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2021,2021 2,,,,
0063F00000S5zK7QAJ,,0013F00000oUyeSQAS,eProperty 27,,Closed Won,15501,100,2020-08-09,New Business,,Telesales,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zK8QAJ,,0013F00000oUyeTQAS,Enable Soft 31,,Negotiation,110000,0,2022-05-08,Existing Business,,Fields Sales,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2022,2022 2,,,,
0063F00000S5zKAQAZ,,0013F00000oUyeTQAS,Enable Soft 36,,Closed Lost,232522,0,2021-02-21,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,1,2021,2021 1,,,,
0063F00000S5zKCQAZ,,0013F00000oUyeVQAS,CALIENT Technologies 45,,Closed Lost,521472,0,2020-08-25,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zKDQAZ,,0013F00000oUyeWQAS,Netsurfer 66,,Closed Lost,77507,0,2020-11-18,Add-On Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,4,2020,2020 4,,,,
0063F00000S5zKHQAZ,,0013F00000oUyeaQAC,Security Solutions 159,,Closed Lost,40000,0,2020-08-13,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,3,2020,2020 3,,,,
0063F00000S5zKIQAZ,,0013F00000oUyeaQAC,Security Solutions 162,,Closed Lost,12000,0,2020-05-18,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,,2,2020,2020 2,,,,
0063F00000S5zKKQAZ,,0013F00000oUyebQAC,Convergent Outsourcing 179,,Closed Lost,50000,0,2020-11-11,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:08.000+0000,,4,2020,2020 4,,,,
0063F00000S5zKLQAZ,,0013F00000oUyebQAC,Convergent Outsourcing 200,,Closed Lost,50000,0,2020-08-20,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:08.000+0000,,3,2020,2020 3,,,,
0063F00000S5zKOQAZ,,0013F00000oUyeeQAC,Geographica 13,,Closed Lost,15501,0,2021-02-13,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:08.000+0000,,1,2021,2021 1,,,,
0063F00000S5zKPQAZ,,0013F00000oUyefQAC,Dell - Everdream Corporation 15,,Proposal/Quote,10000,0,2022-06-07,New Business / Add-on,,Reseller,,,Pipeline,Pipeline,,,,{amiller},2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:08.000+0000,,2,2022,2022 2,,,1,
0063F00000S5zKRQAZ,,0013F00000oUyegQAC,Livehelponlinecom 60,,Closed Won,86560,100,2020-08-24,Add-On Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:07.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:08.000+0000,,3,2020,2020 3,,,,
