Id,IsDeleted,CaseNumber,ContactId,AccountId,AssetId,ProductId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,IsVisibleInSelfService,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,IsClosedOnCreate,IsSelfServiceClosed,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,LastViewedDate,LastReferencedDate,MilestoneStatus
5003F0000091LbSQAU,,00001335,,0013F00000oUyiQQAS,,,,,01m3F000000IpppQAC,,,,,,General,New,,,1,How do I use your mobile app?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbTQAU,,00001336,,0013F00000oUynJQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,New,,,1,I'd like to pay my invoice,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbUQAU,,00001337,,0013F00000oUyunQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Waiting on Customer,,,1,Turbine not reaching operating speed,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbkQAE,,00001353,,0013F00000oUz0MQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,New,,,1,Clarification of charges on my bill,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LblQAE,,00001354,,0013F00000oUzFSQA0,,,,,01m3F000000IpppQAC,,,,,,Technical Issue - Advanced,On Hold,,,1,Need information,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbmQAE,,00001355,,0013F00000oUzE7QAK,,,,,01m3F000000IpppQAC,,,,,,General,Escalated,,,1,Shipping container appears damaged,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbnQAE,,00001356,,0013F00000oUz0AQAS,,,,,01m3F000000IpppQAC,,,,,,Product Support,Working,,,1,Can I access your community from my mobile device?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LboQAE,,00001357,,0013F00000oUytSQAS,,,,,01m3F000000IpppQAC,,,,,,General,Waiting on Customer,,,1,Facebook Message from: Larry Baxter,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbWQAU,,00001339,,0013F00000oUyTPQA0,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Bill payment clarification.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbXQAU,,00001340,,0013F00000oUyWyQAK,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,Customer service hours of operation.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbYQAU,,00001341,,0013F00000oUz9eQAC,,,,,01m3F000000IpppQAC,,,,,,Account Support,New,,,1,Please send shipping confirmation.,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbZQAU,,00001342,,0013F00000oUygcQAC,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,I received the wrong invoice.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbaQAE,,00001343,,0013F00000oUzI8QAK,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,How do I sign up for your email newsletter?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbbQAE,,00001344,,0013F00000oUyajQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,How do I troubleshoot a product issue?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbcQAE,,00001345,,0013F00000oUzDEQA0,,,,,01m3F000000IpppQAC,,,,,,Product Support,Working,,,1,Where do I get your mobile app?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbdQAE,,00001346,,0013F00000oUyuTQAS,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,Researching,,,1,Installation instructions tough to understand,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbeQAE,,00001347,,0013F00000oUyQhQAK,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Purchase order question,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbfQAE,,00001348,,0013F00000oUywTQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,How do I upgrade my service?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbgQAE,,00001349,,0013F00000oUyvyQAC,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Please change my contact information.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbhQAE,,00001350,,0013F00000oUychQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Where can I download your mobile app?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbiQAE,,00001351,,0013F00000oUzEeQAK,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,Researching,,,1,Security Token,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbjQAE,,00001352,,0013F00000oUzICQA0,,,,,01m3F000000IpppQAC,,,,,,Account Support,Working,,,1,How do I enable automatic payment?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc4QAE,,00001373,,0013F00000oUyZQQA0,,,,,01m3F000000IpppQAC,,,,,,Installation,Closed,,,1,Change of Address,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc5QAE,,00001374,,0013F00000oUzASQA0,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,How do I get started with your service?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc6QAE,,00001375,,0013F00000oUz03QAC,,,,,01m3F000000IpppQAC,,,,,,Account Support,New,,,1,"Product damaged, mishandled during shipping.",Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc7QAE,,00001376,,0013F00000oUyZqQAK,,,,,01m3F000000IpppQAC,,,,,,Product Support,Working,,,1,How do I upgrade?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbpQAE,,00001358,,0013F00000oUzA6QAK,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,New,,,1,Changing my password,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbqQAE,,00001359,,0013F00000oUySAQA0,,,,,01m3F000000IpppQAC,,,,,,Billing Issue,Closed,,,1,Billing Issue address,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbrQAE,,00001360,,0013F00000oUyz1QAC,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,Escalated,,,1,Storage space,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbsQAE,,00001361,,0013F00000oUylLQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Where do I send my check?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbtQAE,,00001362,,0013F00000oUyRaQAK,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Billing address change,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbuQAE,,00001363,,0013F00000oUyjoQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Does your app work on my mobile device?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbvQAE,,00001364,,0013F00000oUypmQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Need guidance getting started with my installation,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbwQAE,,00001365,,0013F00000oUz6ZQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,How do I change my communication preferences?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbxQAE,,00001366,,0013F00000oUyjnQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Troubleshooting issues with the product,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbyQAE,,00001367,,0013F00000oUzCpQAK,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Can't understand installation instructions,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LbzQAE,,00001368,,0013F00000oUySEQA0,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,Is my personal information safe?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc0QAE,,00001369,,0013F00000oUyQvQAK,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,What does your service contract cover?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc1QAE,,00001370,,0013F00000oUz8JQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,I need to pay my invoice.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc2QAE,,00001371,,0013F00000oUzJ3QAK,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Setup Instructions are missing,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc3QAE,,00001372,,0013F00000oUyoAQAS,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Product manual is missing,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc9QAE,,00001378,,0013F00000oUz9VQAS,,,,,01m3F000000IpppQAC,,,,,,Account Support,Working,,,1,Was our last payment correct?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcAQAU,,00001379,,0013F00000oUz1nQAC,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Items missing from shipment.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcBQAU,,00001380,,0013F00000oUzMfQAK,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,New,,,1,how is your data secured?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091Lc8QAE,,00001377,,0013F00000oUyguQAC,,,,,01m3F000000IpppQAC,,,,,,General,New,,,1,How can I request a new feature?,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcCQAU,,00001381,,0013F00000oUyTHQA0,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,Researching,,,1,Email issues,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcDQAU,,00001382,,0013F00000oUzCDQA0,,,,,01m3F000000IpppQAC,,,,,,Technical Issue,Researching,,,1,Issues upgrading to latest version,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcEQAU,,00001383,,0013F00000oUyYhQAK,,,,,01m3F000000IpppQAC,,,,,,Account Support,Waiting on Customer,,,1,Customer would like to upgrade,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcFQAU,,00001384,,0013F00000oUyahQAC,,,,,01m3F000000IpppQAC,,,,,,Installation,Closed,,,1,Inquiry about Global Fund,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcGQAU,,00001385,,0013F00000oUz01QAC,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,I have a product suggestion.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcHQAU,,00001386,,0013F00000oUzI8QAK,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,Question about taxes on my order.,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcIQAU,,00001387,,0013F00000oUyVXQA0,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,What does your service contract cover?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcJQAU,,00001388,,0013F00000oUypoQAC,,,,,01m3F000000IpppQAC,,,,,,Wire Transfer,Closed,,,1,Wire Transfer - $45K*,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcKQAU,,00001389,,0013F00000oUyTVQA0,,,,,01m3F000000IpppQAC,,,,,,Account Support,Working,,,1,Customer called to make a payment,Medium,,,,,,,0053F00000D31WiQAJ,,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcLQAU,,00001390,,0013F00000oUz6aQAC,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Need additional product information,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcMQAU,,00001391,,0013F00000oUzJxQAK,,,,,01m3F000000IpppQAC,,,,,,Account Support,Closed,,,1,Question about my last billing statement,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcNQAU,,00001392,,0013F00000oUzEqQAK,,,,,01m3F000000IpppQAC,,,,,,Product Support,Closed,,,1,Assembly instruction help,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LcOQAU,,00001393,,0013F00000oUys0QAC,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,How do I obtain your annual report?,Medium,,1,2022-04-05T12:49:24.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:24.000+0000,,,,,,,
5003F0000091LdrQAE,,00001484,,0013F00000oUz0dQAC,,,,,01m3F000000IpppQAC,,,,,,General,Closed,,,1,What does your service contract cover?,Medium,,1,2022-04-05T12:49:32.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:32.000+0000,,,,,,,
5003F0000091LdsQAE,,00001485,,0013F00000oUyiPQAS,,,,,01m3F000000IpppQAC,,,,,,Wire Transfer,Closed,,,1,Wire Transfer - $45K*,Medium,,1,2022-04-05T12:49:32.000+0000,,,,0053F00000D31WiQAJ,1,,2022-02-04T17:12:20.000+0000,,,,2022-04-05T12:49:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:32.000+0000,0053F00000D31WiQAJ,2022-04-05T12:49:32.000+0000,,,,,,,
