Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,IsSplit,Pricebook2Id,OwnerId,Territory2Id,IsExcludedFromTerritory2Filter,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,SyncedQuoteId,HasOpenActivity,HasOverdueTask
0068c00000odXSNAA2,,0018c00002FHQehAAH,eCode.com 32,,Closed Lost,10000,0,11/12/20,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSOAA2,,0018c00002FHQeiAAH,Inovawar Corp 42,,Closed Lost,100000,0,9/16/20,New Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXSPAA2,,0018c00002FHQeiAAH,Inovawar Corp 44,,Closed Lost,100000,0,8/20/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXSQAA2,,0018c00002FHQeiAAH,Inovawar Corp 47,,Closed Lost,61349,0,2/15/21,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,1,2021,2021 1,1,,,,,,
0068c00000odXSRAA2,,0018c00002FHQejAAH,Salesmation.com 66,,Closed Won,26135,100,11/16/20,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSUAA2,,0018c00002FHQemAAH,XLand 154,,Closed Lost,0,0,1/26/22,New Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,1,2022,2022 1,1,,,,,,
0068c00000odXSVAA2,,0018c00002FHQenAAH,Disha Technologies 193,,Closed Lost,3067,0,5/23/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,2,2021,2021 2,1,,,,,,
0068c00000odXSXAA2,,0018c00002FHQeoAAH,Norstar Networks 217,,Closed Won,4617,100,11/22/20,New Business,,Other,1,1,Closed,Closed,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSYAA2,,0018c00002FHQeoAAH,Norstar Networks 218,,Closed Lost,110058,0,11/2/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSZAA2,,0018c00002FHQepAAH,Xerox / GIS / Comdoc   Inc 232,,Closed Lost,25000,0,7/21/20,Existing Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXSbAAM,,0018c00002FHQerAAH,itrezzo 10,,Closed Lost,7043,0,8/30/20,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXScAAM,,0018c00002FHQerAAH,itrezzo 11,,Closed Lost,20000,0,9/3/20,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXSfAAM,,0018c00002FHQeuAAH,Fibercycle Networks Inc 57,,Closed Lost,2600,0,8/12/21,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2021,2021 3,1,,,,,1,
0068c00000odXSgAAM,,0018c00002FHQeuAAH,Fibercycle Networks Inc 61,,Closed Lost,500000,0,9/15/20,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXShAAM,,0018c00002FHQevAAH,Eisbrenner Public Relations 64,,Closed Lost,180000,0,8/28/21,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2021,2021 3,1,,,,,,
0068c00000odXSjAAM,,0018c00002FHQexAAH,CACI International Inc 104,,Closed Lost,77507,0,11/27/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSkAAM,,0018c00002FHQeyAAH,Good Sam Enterprises 110,,Closed Lost,15000,0,3/8/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,1,2021,2021 1,1,,,,,,
0068c00000odXSmAAM,,0018c00002FHQezAAH,Avention 127,,Proposal/Quote,10000,0,5/21/22,New Business / Add-on,,Reseller,,,Forecast,Commit,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,2,2022,2022 2,1,,,,,,
0068c00000odXSnAAM,,0018c00002FHQf0AAH,Digital Corp. 144,,Closed Lost,200000,0,11/22/20,Add-On Business,,Telecoverage,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSoAAM,,0018c00002FHQf1AAH,Syspack Professional Systems 155,,Closed Lost,161,0,9/4/21,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,3,2021,2021 3,1,,,,,,
0068c00000odXSpAAM,,0018c00002FHQf2AAH,Gulfsouth Pipeline 165,,Closed Won,0,100,1/20/21,New Business / Add-on,,Fields Sales,1,1,Closed,Closed,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,,1,2021,2021 1,1,,,,,,
0068c00000odXSqAAM,,0018c00002FHQf2AAH,Gulfsouth Pipeline 166,,Closed Lost,500000,0,11/25/21,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2021,2021 4,1,,,,,,
0068c00000odXSsAAM,,0018c00002FHQf3AAH,MoonFruit USA 216,,Closed Lost,158000,0,5/26/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2021,2021 2,1,,,,,,
0068c00000odXStAAM,,0018c00002FHQf3AAH,MoonFruit USA 217,,Closed Lost,81395,0,11/13/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXSyAAM,,0018c00002FHQf7AAH,NETG Holding Inc 21,,Closed Lost,100000,0,8/24/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXT1AAM,,0018c00002FHQf9AAH,Siemens VDO Automotive 47,,Closed Lost,87209,0,8/9/20,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXT2AAM,,0018c00002FHQfAAAX,The Online Consulting Group 55,,Closed Lost,12000,0,12/25/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2021,2021 4,1,,,,,1,
0068c00000odXT4AAM,,0018c00002FHQfCAAX,Caterpillar Securities Inc 96,,Qualification,90000,10,6/8/22,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2022,2022 2,1,,,,,,
0068c00000odXT6AAM,,0018c00002FHQfEAAX,Chipdata Inc 111,,Closed Lost,620058,0,11/21/20,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXT7AAM,,0018c00002FHQfFAAX,Willis Lease Finance Corp 131,,Closed Lost,775073,0,2/12/22,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,1,2022,2022 1,1,,,,,,
0068c00000odXT8AAM,,0018c00002FHQfGAAX,Belt Technologies 150,,Closed Lost,368098,0,9/12/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTBAA2,,0018c00002FHQfJAAX,Stratcom Consulting 213,,Closed Won,47000,100,10/22/20,Add-On Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXTCAA2,,0018c00002FHQfJAAX,Stratcom Consulting 218,,Closed Lost,250000,0,1/10/22,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,1,2022,2022 1,1,,,,,,
0068c00000odXTDAA2,,0018c00002FHQfKAAX,C9 245,,Closed Won,297800,100,8/24/20,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTEAA2,,0018c00002FHQfLAAX,"Aerospace Products International, Inc 42",,Closed Lost,190000,0,11/2/21,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2021,2021 4,1,,,,,,
0068c00000odXTFAA2,,0018c00002FHQfMAAX,Norvax 44,,Closed Lost,30000,0,8/26/20,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTHAA2,,0018c00002FHQfNAAX,Russo & Hale LLP 63,,Closed Lost,92105,0,6/11/20,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2020,2020 2,1,,,,,,
0068c00000odXTNAA2,,0018c00002FHQfSAAX,MarketLive 146,,Closed Lost,180000,0,6/6/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2021,2021 2,1,,,,,,
0068c00000odXTOAA2,,0018c00002FHQfSAAX,MarketLive 147,,Closed Lost,50000,0,8/27/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTRAA2,,0018c00002FHQfVAAX,The Smith & Wollensky Restaurant Group 182,,Closed Lost,10000,0,11/16/20,New Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXTTAA2,,0018c00002FHQfXAAX,nexvoice 214,,Closed Lost,125000,0,9/3/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTXAA2,,0018c00002FHQfZAAX,TruExchange 15,,Closed Lost,201519,0,5/25/20,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2020,2020 2,1,,,,,,
0068c00000odXTYAA2,,0018c00002FHQfZAAX,TruExchange 33,,Closed Lost,0,0,9/7/20,Existing Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTZAA2,,0018c00002FHQfaAAH,Hotwire Communications 41,,Closed Lost,2325,0,9/5/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2021,2021 3,1,,,,,1,
0068c00000odXTaAAM,,0018c00002FHQfbAAH,Formation 59,,Closed Lost,56000,0,9/9/21,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2021,2021 3,1,,,,,,
0068c00000odXTbAAM,,0018c00002FHQfbAAH,Formation 65,,Closed Lost,250000,0,5/28/21,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2021,2021 2,1,,,,,,
0068c00000odXTeAAM,,0018c00002FHQfeAAH,Novo Solutions 99,,Closed Won,3000,100,8/21/20,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTgAAM,,0018c00002FHQffAAH,Williams Information Technology 121,,Closed Lost,10000,0,8/31/21,New Business,,Telecoverage,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2021,2021 3,1,,,,,,
0068c00000odXTlAAM,,0018c00002FHQfiAAH,Sunopta Ingredients 192,,Closed Lost,10000,0,10/11/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXTnAAM,,0018c00002FHQfkAAH,Mallory & Church Corporation 223,,Closed Lost,20000,0,9/4/20,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTpAAM,,0018c00002FHQfmAAH,Enterprise Computer Systems 4,,Closed Lost,10000,0,8/21/20,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXTrAAM,,0018c00002FHQfnAAH,Trans-Global Solutions 26,,Closed Lost,232522,0,9/14/21,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2021,2021 3,1,,,,,,
0068c00000odXTtAAM,,0018c00002FHQfoAAH,Jim Koons Automotive Companies 61,,Closed Lost,10000,0,12/1/20,Existing Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXTwAAM,,0018c00002FHQfqAAH,Dattar Systems Inc 143,,Closed Lost,100000,0,3/28/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,1,2021,2021 1,1,,,,,,
0068c00000odXTxAAM,,0018c00002FHQfrAAH,Personal 146,,Closed Lost,70000,0,9/9/20,New Business / Add-on,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXU2AAM,,0018c00002FHQfuAAH,BMR NeuroTech 204,,Closed Lost,2,0,8/19/20,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXU8AAM,,0018c00002FHQfzAAH,NFR Security 28,,Discovery,30000,0,6/10/22,Add-On Business,,Reseller,,,BestCase,Best Case,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2022,2022 2,1,,,,,,
0068c00000odXU9AAM,,0018c00002FHQfzAAH,NFR Security 29,,Closed Lost,207361,0,11/21/20,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2020,2020 4,1,,,,,,
0068c00000odXUAAA2,,0018c00002FHQg0AAH,Family Net Inc 42,,Qualification,200018,10,6/6/22,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2022,2022 2,1,,,,,,
0068c00000odXUBAA2,,0018c00002FHQg0AAH,Family Net Inc 46,,Closed Lost,100000,0,8/12/20,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXUDAA2,,0018c00002FHQg2AAH,Cerner Radiology Info Systems 87,,Closed Lost,60240,0,7/3/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXUGAA2,,0018c00002FHQg4AAH,Kalmar Ac Inc 143,,Closed Lost,0,0,8/15/20,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXUIAA2,,0018c00002FHQg5AAH,Temel 151,,Closed Lost,150000,0,9/2/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2021,2021 3,1,,,,,1,
0068c00000odXUKAA2,,0018c00002FHQg6AAH,Sureway Worldwide 163,,Closed Lost,200000,0,6/12/21,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,2,2021,2021 2,1,,,,,,
0068c00000odXULAA2,,0018c00002FHQg7AAH,CHK 177,,Closed Lost,50000,0,11/22/21,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,4,2021,2021 4,1,,,,,,
0068c00000odXUMAA2,,0018c00002FHQg8AAH,Dana  Farber Cancer Institute 181,,Closed Lost,200000,0,8/10/20,Existing Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
0068c00000odXUOAA2,,0018c00002FHQg9AAH,Courtroom Connect 198,,Closed Lost,40000,0,8/4/20,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,,3,2020,2020 3,1,,,,,,
